Total_Loss	Data_Loss	Mass_Loss
6.385468691587448120e-02	2.312977332621812820e-03	6.153828278183937073e-02
5.824147164821624756e-02	2.940174890682101250e-03	5.529975891113281250e-02
3.337363898754119873e-02	6.038629449903964996e-03	2.733500860631465912e-02
5.416884645819664001e-02	2.156111877411603928e-03	5.200960114598274231e-02
6.571713089942932129e-02	4.366801586002111435e-03	6.134741008281707764e-02
4.818365350365638733e-02	2.686223946511745453e-03	4.549443721771240234e-02
1.630267128348350525e-02	3.811442758888006210e-03	1.249122805893421173e-02
1.615638285875320435e-02	3.732715733349323273e-03	1.242366805672645569e-02
4.735718294978141785e-02	2.357554621994495392e-03	4.499663785099983215e-02
5.021819844841957092e-02	2.816242398694157600e-03	4.739867895841598511e-02
2.400544099509716034e-02	5.359278991818428040e-03	1.864616200327873230e-02
2.534667495638132095e-03	2.051387709798291326e-04	2.329528797417879105e-03
2.049662638455629349e-03	1.661857531871646643e-04	1.883476972579956055e-03
2.125361934304237366e-03	1.705319882603362203e-04	1.954830018803477287e-03
2.078148303553462029e-03	1.647557073738425970e-04	1.913392567075788975e-03
2.131287707015872002e-03	2.243013004772365093e-04	1.906986464746296406e-03
1.585825462825596333e-03	1.235328381881117821e-04	1.462292624637484550e-03
1.999177038669586182e-03	1.666190946707502007e-04	1.832557958550751209e-03
1.725157839246094227e-03	1.374217972625046968e-04	1.587736071087419987e-03
2.249691169708967209e-03	1.811825495678931475e-04	2.068508649244904518e-03
1.859594718553125858e-03	1.473380107199773192e-04	1.712256693281233311e-03
1.821559504605829716e-03	1.440291089238598943e-04	1.677530352026224136e-03
1.890760147944092751e-03	1.500958023825660348e-04	1.740664360113441944e-03
1.705768401734530926e-03	1.389006065437570214e-04	1.566867809742689133e-03
