Total_Loss	Data_Loss	Mass_Loss
1.607841700315475464e-01	4.032200574874877930e-02	1.204379275441169739e-01
1.928921043872833252e-01	5.207394436001777649e-02	1.408014446496963501e-01
5.708231925964355469e-01	4.488516151905059814e-01	1.219715476036071777e-01
2.157970219850540161e-01	6.392238289117813110e-02	1.518390923738479614e-01
2.456008195877075195e-01	9.982154518365859985e-02	1.457477360963821411e-01
2.210906893014907837e-01	6.555963307619094849e-02	1.554933190345764160e-01
5.869984626770019531e-01	1.808539927005767822e-01	4.061444103717803955e-01
5.807386636734008789e-01	1.619516909122467041e-01	4.187869727611541748e-01
2.425004094839096069e-01	7.474085688591003418e-02	1.677122563123703003e-01
1.872331947088241577e-01	5.563908815383911133e-02	1.315652579069137573e-01
5.529995560646057129e-01	3.298079371452331543e-01	2.231916040182113647e-01
3.805816769599914551e-01	5.921870097517967224e-02	3.213629722595214844e-01
3.576258420944213867e-01	5.452499538660049438e-02	3.031008541584014893e-01
3.267190456390380859e-01	5.015932396054267883e-02	2.765597105026245117e-01
3.203643262386322021e-01	4.963335767388343811e-02	2.707309722900390625e-01
3.422663509845733643e-01	4.608130827546119690e-02	2.961850464344024658e-01
2.826928198337554932e-01	4.285600408911705017e-02	2.398368120193481445e-01
3.456710875034332275e-01	5.368444323539733887e-02	2.919866442680358887e-01
3.071930110454559326e-01	4.800930246710777283e-02	2.591837048530578613e-01
3.406238853931427002e-01	5.236142873764038086e-02	2.882624566555023193e-01
3.148159384727478027e-01	4.915374517440795898e-02	2.656621932983398438e-01
3.051129579544067383e-01	4.392627254128456116e-02	2.611866593360900879e-01
3.035827279090881348e-01	4.300222918391227722e-02	2.605805099010467529e-01
3.011695742607116699e-01	4.144299775362014771e-02	2.597265839576721191e-01
