Total_Loss	Data_Loss	Mass_Loss
1.783349551260471344e-02	1.967668998986482620e-03	1.586269401013851166e-02
1.335291098803281784e-02	9.936620481312274933e-04	1.235685776919126511e-02
4.827440530061721802e-02	1.756423339247703552e-02	3.071017377078533173e-02
2.693653106689453125e-02	3.428479889407753944e-03	2.350407652556896210e-02
1.820616610348224640e-02	2.328764414414763451e-03	1.587448082864284515e-02
2.357784472405910492e-02	2.477398142218589783e-03	2.109686657786369324e-02
2.902572154998779297e-01	9.104212373495101929e-02	1.992150843143463135e-01
2.900052070617675781e-01	8.837099373340606689e-02	2.016342133283615112e-01
3.295518457889556885e-02	4.229706246405839920e-03	2.872117236256599426e-02
2.020213752985000610e-02	2.743691904470324516e-03	1.745509356260299683e-02
1.840855479240417480e-01	7.024749368429183960e-02	1.138380542397499084e-01
6.116086617112159729e-02	7.628445513546466827e-03	5.353242158889770508e-02
5.929917097091674805e-02	7.660586852580308914e-03	5.163858458399772644e-02
5.650979653000831604e-02	7.222398184239864349e-03	4.928739741444587708e-02
5.607787147164344788e-02	7.231631316244602203e-03	4.884624108672142029e-02
5.960524454712867737e-02	8.310073055326938629e-03	5.129517242312431335e-02
5.384312197566032410e-02	7.518856320530176163e-03	4.632426425814628601e-02
5.818971991539001465e-02	8.094042539596557617e-03	5.009567737579345703e-02
5.442949384450912476e-02	7.153724785894155502e-03	4.727577045559883118e-02
5.923172831535339355e-02	7.502396125346422195e-03	5.172933265566825867e-02
5.468684434890747070e-02	7.261394057422876358e-03	4.742544889450073242e-02
5.878777801990509033e-02	8.362866006791591644e-03	5.042491108179092407e-02
5.447613447904586792e-02	7.040976546704769135e-03	4.743515700101852417e-02
5.182746052742004395e-02	7.308053784072399139e-03	4.451940581202507019e-02
