Total_Loss	Data_Loss	Mass_Loss
1.318339538574218750e+01	3.537327945232391357e-01	1.282128810882568359e+01
5.399649143218994141e+00	2.108424752950668335e-01	5.186238288879394531e+00
3.608547925949096680e+00	6.240722537040710449e-01	2.984475612640380859e+00
2.466646194458007812e+01	6.015535593032836914e-01	2.404668617248535156e+01
6.233493328094482422e+00	3.521479666233062744e-01	5.880371093750000000e+00
3.007796478271484375e+01	8.200197219848632812e-01	2.923409843444824219e+01
1.902037429809570312e+01	6.351519227027893066e-01	1.838522148132324219e+01
2.098722457885742188e+01	5.847766995429992676e-01	2.040244483947753906e+01
2.769783401489257812e+01	8.970493674278259277e-01	2.678327751159667969e+01
1.074161529541015625e+01	6.276822686195373535e-01	1.011106777191162109e+01
7.126225471496582031e+00	6.466614603996276855e-01	6.479564189910888672e+00
2.240714263916015625e+01	1.710983514785766602e-01	2.223604393005371094e+01
2.223789024353027344e+01	1.495647728443145752e-01	2.208832550048828125e+01
2.223394203186035156e+01	1.448229551315307617e-01	2.208911895751953125e+01
2.221672630310058594e+01	1.470872014760971069e-01	2.206963920593261719e+01
2.244838333129882812e+01	1.750553995370864868e-01	2.227332878112792969e+01
2.232065391540527344e+01	1.339490413665771484e-01	2.218670463562011719e+01
2.216259765625000000e+01	1.502986997365951538e-01	2.201229667663574219e+01
2.223376274108886719e+01	1.465691924095153809e-01	2.208719444274902344e+01
2.231559944152832031e+01	1.509327590465545654e-01	2.216466712951660156e+01
2.217283248901367188e+01	1.389253884553909302e-01	2.203390693664550781e+01
2.235988426208496094e+01	1.357214003801345825e-01	2.222416305541992188e+01
2.237045860290527344e+01	1.650656610727310181e-01	2.220539283752441406e+01
2.213230323791503906e+01	1.447217911481857300e-01	2.198758125305175781e+01
