Total_Loss	Data_Loss	Mass_Loss
2.933695912361145020e-02	3.752151736989617348e-03	2.558058500289916992e-02
2.124199643731117249e-02	2.283249516040086746e-03	1.895554177463054657e-02
7.722976803779602051e-02	3.056366555392742157e-02	4.666610434651374817e-02
4.697021842002868652e-02	6.772297434508800507e-03	4.019195958971977234e-02
2.880892343819141388e-02	4.373296163976192474e-03	2.443173341453075409e-02
4.476559907197952271e-02	5.923474673181772232e-03	3.883626312017440796e-02
4.538614749908447266e-01	1.030179187655448914e-01	3.508435487747192383e-01
4.588233530521392822e-01	9.357272833585739136e-02	3.652506172657012939e-01
5.696867778897285461e-02	8.457862772047519684e-03	4.850434884428977966e-02
3.208564594388008118e-02	5.196079611778259277e-03	2.688517235219478607e-02
2.976771295070648193e-01	1.195502132177352905e-01	1.781269162893295288e-01
8.752474188804626465e-02	1.094815600663423538e-02	7.657658308744430542e-02
8.441773056983947754e-02	1.112158596515655518e-02	7.329614460468292236e-02
8.119814842939376831e-02	1.030734460800886154e-02	7.089080661535263062e-02
8.055095374584197998e-02	1.055839098989963531e-02	6.999256461858749390e-02
8.327078074216842651e-02	1.188900135457515717e-02	7.138177752494812012e-02
7.585866749286651611e-02	1.080527529120445251e-02	6.505338847637176514e-02
8.315655589103698730e-02	1.184622012078762054e-02	7.131033390760421753e-02
7.733342051506042480e-02	1.032179594039916992e-02	6.701162457466125488e-02
8.575138449668884277e-02	1.069422531872987747e-02	7.505715638399124146e-02
7.811793684959411621e-02	1.055086217820644379e-02	6.756707280874252319e-02
8.166646212339401245e-02	1.168347708880901337e-02	6.998298317193984985e-02
7.785590738058090210e-02	1.019126456230878830e-02	6.766464561223983765e-02
7.406526803970336914e-02	1.061565801501274109e-02	6.344960629940032959e-02
