Total_Loss	Data_Loss	Mass_Loss
2.557776309549808502e-02	1.902160351164638996e-03	2.367253974080085754e-02
1.810734532773494720e-02	9.733176557347178459e-04	1.713194139301776886e-02
1.500908471643924713e-02	3.269681474193930626e-03	1.173940300941467285e-02
2.343786507844924927e-02	1.780998427420854568e-03	2.165401540696620941e-02
2.471180260181427002e-02	2.114471746608614922e-03	2.259447984397411346e-02
2.456301636993885040e-02	2.171978121623396873e-03	2.238825522363185883e-02
5.528111476451158524e-03	7.252466166391968727e-04	4.802864976227283478e-03
5.484457127749919891e-03	6.465606857091188431e-04	4.837896674871444702e-03
2.867820486426353455e-02	2.744538011029362679e-03	2.593046054244041443e-02
2.620963007211685181e-02	2.524519804865121841e-03	2.368211932480335236e-02
1.319990865886211395e-02	2.908139955252408981e-03	1.029176823794841766e-02
1.276143477298319340e-03	9.015070827445015311e-05	1.185992732644081116e-03
1.031254068948328495e-03	7.562014070572331548e-05	9.556338773109018803e-04
1.045782701112329960e-03	7.689040648983791471e-05	9.688922436907887459e-04
1.015593064948916435e-03	7.239798287628218532e-05	9.431951330043375492e-04
1.026207348331809044e-03	7.100601214915513992e-05	9.552013361826539040e-04
7.631011540070176125e-04	5.406715717981569469e-05	7.090339786373078823e-04
9.771412005648016930e-04	7.018503674771636724e-05	9.069561492651700974e-04
8.241746691055595875e-04	5.941700146649964154e-05	7.647576858289539814e-04
1.141933957114815712e-03	8.414568583248183131e-05	1.057788264006376266e-03
9.020884754136204720e-04	6.476933049270883203e-05	8.373191230930387974e-04
9.092548862099647522e-04	6.464453326771035790e-05	8.446103311143815517e-04
9.150249534286558628e-04	6.493784894701093435e-05	8.500870899297297001e-04
8.274242863990366459e-04	6.004333408782258630e-05	7.673809304833412170e-04
