Total_Loss	Data_Loss	Mass_Loss
2.035960388183593750e+01	8.536581993103027344e+00	1.178359413146972656e+01
1.116910934448242188e+01	5.004786014556884766e+00	6.148774147033691406e+00
7.823657035827636719e+00	4.073168754577636719e+00	3.750417709350585938e+00
3.730331039428710938e+01	1.478680896759033203e+01	2.243289375305175781e+01
1.544881629943847656e+01	7.404331207275390625e+00	8.030147552490234375e+00
4.228400421142578125e+01	1.796922492980957031e+01	2.421793556213378906e+01
5.751713943481445312e+01	9.025935173034667969e+00	4.849119186401367188e+01
5.756477737426757812e+01	7.715198040008544922e+00	4.984955596923828125e+01
5.229735183715820312e+01	2.324028968811035156e+01	2.896535301208496094e+01
2.488972854614257812e+01	1.239104557037353516e+01	1.247082519531250000e+01
2.079393959045410156e+01	5.337233066558837891e+00	1.545640277862548828e+01
1.007275390625000000e+01	7.611741423606872559e-01	9.311559677124023438e+00
9.714983940124511719e+00	5.929198861122131348e-01	9.122063636779785156e+00
9.687539100646972656e+00	5.529628396034240723e-01	9.134545326232910156e+00
9.634384155273437500e+00	5.548554658889770508e-01	9.079528808593750000e+00
9.347384452819824219e+00	3.388408422470092773e-01	9.008535385131835938e+00
9.401429176330566406e+00	3.206059932708740234e-01	9.080504417419433594e+00
9.616313934326171875e+00	5.484188795089721680e-01	9.067894935607910156e+00
9.510032653808593750e+00	4.478831589221954346e-01	9.062149047851562500e+00
9.964894294738769531e+00	6.679672598838806152e-01	9.296900749206542969e+00
9.380003929138183594e+00	4.308912754058837891e-01	8.949111938476562500e+00
9.507416725158691406e+00	3.704596459865570068e-01	9.136944770812988281e+00
9.663863182067871094e+00	5.222926139831542969e-01	9.141548156738281250e+00
9.360140800476074219e+00	4.511422812938690186e-01	8.908996582031250000e+00
