Total_Loss	Data_Loss	Mass_Loss
2.677704095840454102e-01	9.585838764905929565e-02	1.718424260616302490e-01
2.642378509044647217e-01	1.103171929717063904e-01	1.538701355457305908e-01
6.899551749229431152e-01	5.401819944381713867e-01	1.497731953859329224e-01
4.582532048225402832e-01	1.844122409820556641e-01	2.737064957618713379e-01
3.009047210216522217e-01	1.369787603616714478e-01	1.638633161783218384e-01
4.905188381671905518e-01	1.956861466169357300e-01	2.946826815605163574e-01
1.504403591156005859e+00	3.339251577854156494e-01	1.170478463172912598e+00
1.469542860984802246e+00	3.074782788753509521e-01	1.162064552307128906e+00
5.311415791511535645e-01	1.983237713575363159e-01	3.326385319232940674e-01
2.686071097850799561e-01	9.904900938272476196e-02	1.694847196340560913e-01
8.661321997642517090e-01	4.544761478900909424e-01	4.116559326648712158e-01
6.696653962135314941e-01	1.132903844118118286e-01	5.563750267028808594e-01
6.239362955093383789e-01	1.068435460329055786e-01	5.170925855636596680e-01
5.809047222137451172e-01	9.564381092786788940e-02	4.852609336376190186e-01
5.745990276336669922e-01	9.857935458421707153e-02	4.760195910930633545e-01
5.586153864860534668e-01	9.208048135042190552e-02	4.665349125862121582e-01
4.767670929431915283e-01	6.988322734832763672e-02	4.068838357925415039e-01
5.990786552429199219e-01	1.055718660354614258e-01	4.935067594051361084e-01
5.298543572425842285e-01	9.208062291145324707e-02	4.377737343311309814e-01
6.275233030319213867e-01	1.031698212027549744e-01	5.243535041809082031e-01
5.378616452217102051e-01	9.441857784986495972e-02	4.434430897235870361e-01
5.000841021537780762e-01	7.212265580892562866e-02	4.279614686965942383e-01
5.517283678054809570e-01	9.009749442338943481e-02	4.616308808326721191e-01
5.218665599822998047e-01	8.596169948577880859e-02	4.359048306941986084e-01
