	rxn00001_d0_f	rxn00018_d0	rxn00029_d0	rxn00048_d0	rxn00060_d0	rxn00069_d0_f	rxn00076_d0	rxn00077_d0_f	rxn00086_d0_f	rxn00097_d0_f	rxn00102_d0_f	rxn00117_d0_f	rxn00121_d0	rxn00122_d0	rxn00124_d0_f	rxn00148_d0_f	rxn00151_d0	rxn00154_c0	rxn00154_d0	rxn00161_d0_f	rxn00175_d0	rxn00187_d0	rxn00191_d0_f	rxn00192_d0	rxn00208_d0	rxn00209_d0	rxn00211_d0_f	rxn00224_d0_f	rxn00237_d0_f	rxn00248_d0_f	rxn00249_d0_f	rxn00257_c0_f	rxn00260_d0_f	rxn00272_d0_f	rxn00275_d0_f	rxn00300_d0	rxn00313_d0	rxn00333_d0	rxn00337_d0_f	rxn00338_d0	rxn00361_d0_f	rxn00379_d0	rxn00391_d0_f	rxn00392_d0_f	rxn00394_d0_f	rxn00409_d0_f	rxn00414_d0	rxn00416_d0	rxn00420_d0	rxn00459_d0_f	rxn00474_d0	rxn00490_d0	rxn00493_d0_f	rxn00495_c0	rxn00499_c0_f	rxn00506_d0_f	rxn00526_d0	rxn00527_d0_f	rxn00533_d0	rxn00611_d0_f	rxn00646_d0	rxn00689_d0_f	rxn00692_d0_f	rxn00693_d0_f	rxn00710_c0	rxn00720_d0_f	rxn00727_d0	rxn00737_d0	rxn00747_d0_f	rxn00770_d0_f	rxn00777_d0_f	rxn00781_d0_f	rxn00782_d0_f	rxn00799_c0_f	rxn00800_d0_f	rxn00802_d0_f	rxn00806_d0_f	rxn00830_d0_f	rxn00838_d0	rxn00839_d0_f	rxn00863_d0_f	rxn00903_d0_f	rxn00907_d0_f	rxn00947_d0	rxn00974_d0_f	rxn00980_d0	rxn01000_d0	rxn01007_d0	rxn01011_d0_f	rxn01018_d0	rxn01019_d0	rxn01069_d0	rxn01100_d0_f	rxn01101_d0_f	rxn01102_d0_f	rxn01106_d0_f	rxn01111_d0_f	rxn01115_d0_f	rxn01116_d0_f	rxn01200_d0_f	rxn01211_d0_f	rxn01213_d0	rxn01249_d0_f	rxn01255_d0	rxn01256_d0	rxn01257_d0_f	rxn01258_d0_f	rxn01300_d0	rxn01301_d0_f	rxn01302_d0_f	rxn01332_d0	rxn01334_d0_f	rxn01345_d0	rxn01353_d0_f	rxn01361_c0_f	rxn01362_c0_f	rxn01396_d0_f	rxn01434_d0	rxn01465_d0_f	rxn01476_d0_f	rxn01486_d0	rxn01512_d0_f	rxn01575_d0_f	rxn01611_c0	rxn01629_d0_f	rxn01636_d0_f	rxn01637_d0_f	rxn01643_d0_f	rxn01644_d0	rxn01652_d0_f	rxn01673_d0_f	rxn01678_d0_f	rxn01682_d0_f	rxn01739_d0_f	rxn01740_d0_f	rxn01807_d0_f	rxn01827_d0	rxn01917_d0_f	rxn01974_d0_f	rxn01975_d0_f	rxn02056_d0_f	rxn02159_d0_f	rxn02160_d0	rxn02212_d0	rxn02213_d0_f	rxn02251_d0	rxn02264_d0_f	rxn02288_d0	rxn02303_d0	rxn02304_d0_f	rxn02305_d0_f	rxn02320_d0_f	rxn02374_d0	rxn02380_d0_f	rxn02465_d0_f	rxn02473_d0	rxn02474_d0_f	rxn02475_d0	rxn02476_d0_f	rxn02484_d0_f	rxn02507_d0	rxn02508_d0_f	rxn02733_d0_f	rxn02789_d0_f	rxn02811_d0_f	rxn02834_d0	rxn02835_d0_f	rxn02895_d0	rxn02914_d0_f	rxn02928_d0_f	rxn02929_d0_f	rxn02937_d0	rxn02938_d0_f	rxn02959_d0_f	rxn03004_d0_f	rxn03062_d0_f	rxn03080_d0	rxn03084_d0	rxn03108_d0_f	rxn03136_d0_f	rxn03137_d0_f	rxn03147_d0	rxn03175_d0_f	rxn03437_d0	rxn03841_d0	rxn03891_d0	rxn03892_d0	rxn03907_d0_f	rxn03908_d0_f	rxn03909_d0	rxn03910_d0	rxn03958_d0_f	rxn03983_d0_f	rxn04113_d0	rxn04152_d0_f	rxn04153_d0_f	rxn04154_d0_f	rxn04161_d0_f	rxn04674_d0	rxn04954_d0_f	rxn05023_d0	rxn05024_d0_f	rxn05028_d0	rxn05036_d0_f	rxn05039_d0	rxn05040_d0	rxn05104_d0	rxn05105_d0_f	rxn05106_d0	rxn05238_c0_i	rxn05238_d0_o	rxn05287_d0	rxn05319_c0_i	rxn05319_d0_o	rxn05324_d0_f	rxn05325_d0_f	rxn05326_d0_f	rxn05330_d0_f	rxn05331_d0_f	rxn05335_d0_f	rxn05337_d0_f	rxn05338_d0_f	rxn05340_d0_f	rxn05342_d0_f	rxn05343_d0_f	rxn05345_d0_f	rxn05346_d0_f	rxn05348_d0_f	rxn05350_d0_f	rxn05465_d0_f	rxn05466_c0_i	rxn05466_d0_o	rxn05467_c0_i	rxn05467_d0_o	rxn05468_c0_i	rxn05468_d0_o	rxn05736_d0	rxn06556_d0_f	rxn07441_d0_f	rxn07447_d0	rxn07579_d0_f	rxn08043_d0_f	rxn08173_y0	rxn08217_c0_o	rxn08352_d0	rxn08392_d0_f	rxn08436_d0_f	rxn08544_d0_i	rxn08730_c0_o	rxn08730_d0_i	rxn08756_d0	rxn08764_d0_f	rxn08766_d0_f	rxn08868_d0_i	rxn09118_d0_i	rxn09121_c0_o	rxn09121_d0_i	rxn09218_d0_i	rxn09444_d0	rxn09449_d0	rxn09453_d0	rxn09817_d0_i	rxn09839_d0_i	rxn10832_d0_o	rxn11040_d0_f	rxn11700_d0_f	rxn11702_d0	rxn11703_d0	rxn12282_d0	rxn13360_d0_i	rxn13361_d0_o	rxn13365_d0_i	rxn14012_d0	rxn14085_d0	rxn14094_d0_f	rxn14142_d0_f	rxn14261_d0_f	rxn15022_d0	rxn15069_d0_f	rxn15116_d0_f	rxn15166_d0	rxn15250_d0	rxn15271_d0_f	rxn15280_d0_f	rxn15298_d0_f	rxn15364_d0_f	rxn15435_d0_f	rxn15493_d0_f	rxn15494_d0_f	rxn17196_d0	rxn17469_d0_f	rxn17803_d0_f	rxn18935_d0_f	rxn18936_d0_f	rxn18937_d0_f	rxn19027_d0_f	rxn19246_d0	rxn19343_d0	rxn19345_d0	rxn19544_d0	rxn19686_d0_f	rxn19828_d0_f	rxn19846_d0_f	rxn19900_d0	rxn20583_d0_f	rxn20595_y0	rxn20617_d0	rxn20632_y0	rxn20643_d0	rxn23155_d0_f	rxn23415_d0_f	rxn23805_d0	rxn24310_d0	rxn24312_d0	rxn24330_d0_f	rxn24357_d0_f	rxn24358_d0_f	rxn24360_d0_f	rxn24362_d0_f	rxn24508_d0_f	rxn25637_d0_f	rxn25641_d0_f	rxn25647_d0_f	rxn25649_d0_f	rxn25660_d0_f	rxn25661_d0_f	rxn25662_d0_f	rxn25716_d0_f	rxn25718_d0_f	rxn25719_d0_f	rxn25743_d0_f	rxn25747_d0_f	rxn25750_d0_f	rxn25762_d0	rxn26037_d0_f	rxn26477_d0_f	rxn26498_d0_f	rxn26528_d0_f	rxn26754_d0	rxn27029_d0	rxn27030_d0	rxn27266_d0_f	rxn27318_d0_f	rxn29240_d0_f	rxn29318_d0_o	rxn29733_d0_o	rxn29785_d0_o	rxn29919_d0_f	rxn31154_d0_i	rxn33186_d0_i	rxn37018_d0_f	rxn37266_d0_f	rxn37324_d0	rxn37651_d0_f	rxn44318_d0	rxn_cpd00103_c0_o	bio1	EX_cpd00067_e0_o	EX_cpd00007_e0_o	rxn00001_d0_r	rxn00069_d0_r	rxn00077_d0_r	rxn00086_d0_r	rxn00097_d0_r	rxn00102_d0_r	rxn00117_d0_r	rxn00124_d0_r	rxn00148_d0_r	rxn00161_d0_r	rxn00191_d0_r	rxn00211_d0_r	rxn00224_d0_r	rxn00237_d0_r	rxn00248_d0_r	rxn00249_d0_r	rxn00257_c0_r	rxn00260_d0_r	rxn00272_d0_r	rxn00275_d0_r	rxn00330_c0	rxn00337_d0_r	rxn00361_d0_r	rxn00391_d0_r	rxn00392_d0_r	rxn00394_d0_r	rxn00409_d0_r	rxn00459_d0_r	rxn00493_d0_r	rxn00499_c0_r	rxn00506_d0_r	rxn00527_d0_r	rxn00611_d0_r	rxn00689_d0_r	rxn00692_d0_r	rxn00693_d0_r	rxn00711_d0	rxn00720_d0_r	rxn00747_d0_r	rxn00770_d0_r	rxn00777_d0_r	rxn00781_d0_r	rxn00782_d0_r	rxn00789_d0	rxn00790_d0	rxn00791_d0	rxn00799_c0_r	rxn00800_d0_r	rxn00802_d0_r	rxn00806_d0_r	rxn00830_d0_r	rxn00832_d0	rxn00839_d0_r	rxn00863_d0_r	rxn00902_d0	rxn00903_d0_r	rxn00907_d0_r	rxn00931_d0	rxn00974_d0_r	rxn01011_d0_r	rxn01100_d0_r	rxn01101_d0_r	rxn01102_d0_r	rxn01106_d0_r	rxn01111_d0_r	rxn01115_d0_r	rxn01116_d0_r	rxn01200_d0_r	rxn01208_d0	rxn01211_d0_r	rxn01249_d0_r	rxn01257_d0_r	rxn01258_d0_r	rxn01301_d0_r	rxn01302_d0_r	rxn01334_d0_r	rxn01353_d0_r	rxn01361_c0_r	rxn01362_c0_r	rxn01396_d0_r	rxn01465_d0_r	rxn01476_d0_r	rxn01512_d0_r	rxn01539_d0	rxn01575_d0_r	rxn01629_d0_r	rxn01636_d0_r	rxn01637_d0_r	rxn01643_d0_r	rxn01652_d0_r	rxn01673_d0_r	rxn01678_d0_r	rxn01682_d0_r	rxn01739_d0_r	rxn01740_d0_r	rxn01807_d0_r	rxn01917_d0_r	rxn01974_d0_r	rxn01975_d0_r	rxn02056_d0_r	rxn02159_d0_r	rxn02213_d0_r	rxn02264_d0_r	rxn02304_d0_r	rxn02305_d0_r	rxn02320_d0_r	rxn02380_d0_r	rxn02402_d0	rxn02465_d0_r	rxn02474_d0_r	rxn02476_d0_r	rxn02484_d0_r	rxn02508_d0_r	rxn02733_d0_r	rxn02789_d0_r	rxn02811_d0_r	rxn02832_d0	rxn02835_d0_r	rxn02914_d0_r	rxn02928_d0_r	rxn02929_d0_r	rxn02938_d0_r	rxn02959_d0_r	rxn02988_d0	rxn03004_d0_r	rxn03062_d0_r	rxn03108_d0_r	rxn03135_d0	rxn03136_d0_r	rxn03137_d0_r	rxn03175_d0_r	rxn03907_d0_r	rxn03908_d0_r	rxn03958_d0_r	rxn03983_d0_r	rxn04152_d0_r	rxn04153_d0_r	rxn04154_d0_r	rxn04161_d0_r	rxn04954_d0_r	rxn04996_d0	rxn05024_d0_r	rxn05036_d0_r	rxn05105_d0_r	rxn05238_c0_o	rxn05238_d0_i	rxn05319_c0_o	rxn05319_d0_i	rxn05324_d0_r	rxn05325_d0_r	rxn05326_d0_r	rxn05330_d0_r	rxn05331_d0_r	rxn05335_d0_r	rxn05337_d0_r	rxn05338_d0_r	rxn05340_d0_r	rxn05342_d0_r	rxn05343_d0_r	rxn05345_d0_r	rxn05346_d0_r	rxn05348_d0_r	rxn05350_d0_r	rxn05465_d0_r	rxn05466_c0_o	rxn05466_d0_i	rxn05467_c0_o	rxn05467_d0_i	rxn05468_c0_o	rxn05468_d0_i	rxn06556_d0_r	rxn07441_d0_r	rxn07579_d0_r	rxn08043_d0_r	rxn08217_c0_i	rxn08392_d0_r	rxn08436_d0_r	rxn08544_d0_o	rxn08730_c0_i	rxn08730_d0_o	rxn08764_d0_r	rxn08766_d0_r	rxn08868_d0_o	rxn09118_d0_o	rxn09121_c0_i	rxn09121_d0_o	rxn09218_d0_o	rxn09817_d0_o	rxn09839_d0_o	rxn10832_d0_i	rxn11040_d0_r	rxn11700_d0_r	rxn12008_d0	rxn13360_d0_o	rxn13361_d0_i	rxn13365_d0_o	rxn14094_d0_r	rxn14142_d0_r	rxn14261_d0_r	rxn15021_d0	rxn15069_d0_r	rxn15116_d0_r	rxn15271_d0_r	rxn15280_d0_r	rxn15298_d0_r	rxn15364_d0_r	rxn15435_d0_r	rxn15493_d0_r	rxn15494_d0_r	rxn17469_d0_r	rxn17803_d0_r	rxn18935_d0_r	rxn18936_d0_r	rxn18937_d0_r	rxn19027_d0_r	rxn19686_d0_r	rxn19701_d0	rxn19828_d0_r	rxn19846_d0_r	rxn20583_d0_r	rxn23155_d0_r	rxn23415_d0_r	rxn24330_d0_r	rxn24357_d0_r	rxn24358_d0_r	rxn24360_d0_r	rxn24362_d0_r	rxn24508_d0_r	rxn25637_d0_r	rxn25641_d0_r	rxn25647_d0_r	rxn25649_d0_r	rxn25660_d0_r	rxn25661_d0_r	rxn25662_d0_r	rxn25716_d0_r	rxn25718_d0_r	rxn25719_d0_r	rxn25743_d0_r	rxn25747_d0_r	rxn25750_d0_r	rxn26037_d0_r	rxn26477_d0_r	rxn26498_d0_r	rxn26528_d0_r	rxn27266_d0_r	rxn27318_d0_r	rxn29240_d0_r	rxn29318_d0_i	rxn29733_d0_i	rxn29785_d0_i	rxn29919_d0_r	rxn31154_d0_o	rxn33186_d0_o	rxn37018_d0_r	rxn37266_d0_r	rxn37651_d0_r	rxn_cpd00103_c0_i	EX_cpd00048_e0_i	EX_cpd00001_e0_i	EX_cpd00013_e0_i	EX_cpd11632_e0_i	EX_cpd00011_e0_i	EX_cpd00009_e0_i	EX_cpd00099_e0_i
Leaf_Control_0h	68.51115	130.69345	0.0	0.0	0.0	0.0	0.0	0.0	0.072633855	66.49949	0.0	0.0	0.015311841	0.0	0.0	0.0	67.585175	1.5841112	0.0	0.0	0.0	0.12141461	0.0	0.0	0.005886146	0.02394466	0.07458628	0.06571039	0.0	0.0	2.6313453	0.0	0.0053884713	0.0	0.37842146	0.33504266	0.050057553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3540872	3.861275	0.0	0.0	0.030020515	0.209561	0.0	0.0815286	0.0	0.10000518	0.0	0.0	0.0	0.0	0.0	0.13770701	0.1658282	0.020362888	0.016647125	0.0	105.26308	0.0	43.501537	0.036226954	0.0	0.0072802235	0.0	0.094857894	0.0	0.0	0.0	0.0	0.21809247	0.0	0.68796927	0.0	0.9632174	0.12743427	0.0	0.0	0.5655538	0.0	0.0	0.2558427	254.21077	1.5326537	0.0	0.0	130.9807	0.2483702	0.0	44.078014	0.5870576	0.0	0.0	0.0	0.0	0.0	0.10496794	0.0	0.0	0.06277389	0.0	0.0	44.45307	0.0	0.0	0.0	0.0	0.0	0.11276595	0.0	0.0	0.0	0.00046827467	1.2855421	0.00010427835	0.0	0.23956285	0.12802772	0.0	0.19326474	0.0	0.0	0.0	0.0	0.08392652	0.0	0.04411762	0.0	0.0	0.0	0.0	0.08018633	0.024630351	0.0	0.0	0.17813723	0.0	0.0	0.0	0.0	0.0	0.106465995	0.049945146	0.2107005	0.27741233	0.0	0.0	0.16356327	0.0	0.0	0.0	0.025217619	0.0	0.0	0.0	0.1875125	0.1875125	0.0	0.0	0.0	0.063903615	0.0	0.0	0.0	0.11749845	0.0	0.0	0.0	0.0	0.11365652	0.27873603	0.0	0.108176745	0.0	0.0	0.12768523	0.15865946	0.0	0.0	0.0	0.0	0.09765448	0.14090957	0.0	0.0	0.0	0.0	0.0	0.10728081	0.0	0.0	0.0	0.10252315	0.113703944	0.07310203	0.10324915	0.0	0.025139753	0.050818644	0.0	0.0	0.19899398	131.15086	0.0	0.05876088	0.016277574	0.024352714	0.0	0.0	0.0	0.0	0.038629677	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	135.02031	0.0	0.0	127.798996	0.0	0.0	0.11220846	0.21085715	0.0	0.0	375.3687	0.0	0.034622	0.6747345	1.0940934	0.0	26.786943	0.0	0.12607937	0.0	0.04014305	0.0	0.057324402	0.027878657	0.0	0.0	0.0	0.0	0.0	0.08825974	0.0	0.0	0.0	0.0033935457	0.009423919	0.013611257	0.0	1.5133586	1.5018276	0.0	0.0	0.10925067	0.0	0.0	0.0	0.0	0.0	0.0	0.102121934	9.265519	45.721035	0.0	0.24653323	0.0	0.0	0.0	0.0	250.64568	0.0	0.0	0.0	0.0	0.42727482	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0019583153	0.0	250.27435	0.0	125.04146	0.0	0.0	0.0	0.23735246	0.0	0.21087217	0.0	0.0	0.0	0.0	0.066442415	0.0	0.0	0.05395469	0.01687428	0.0	0.0	0.18035764	0.0	0.0	0.10202614	0.0	0.0	0.009869748	0.024139319	0.0	0.06095814	0.023345368	0.5538032	0.0	500.42468	0.0	0.0	0.2263103	0.0	0.0	0.0	0.0	0.0	0.0	1000.36115	0.0	0.0	0.0	0.0	0.10633851	0.041755207	0.0	4.5304165	26.834848	126.452736	0.0	0.11399025	0.6720708	0.0	0.0	0.47924334	0.46994698	0.20217787	72.19677	3.1359737	0.2017147	0.0	0.0	0.041834548	0.07398958	0.0	1.7645487	0.0	0.030220635	0.0	0.0	0.31662527	0.083517924	0.18441427	0.34957364	0.03424274	0.33462417	0.0	0.0	0.05683231	0.0	0.0	0.80196816	0.48029995	0.9355361	0.0	0.04140553	0.0	0.0	0.23192082	0.0	0.0	254.21742	0.0	0.0	0.051654566	0.0	0.18674497	0.0	0.20069031	0.30090618	0.30473086	0.23690407	0.0	0.0	0.09876186	0.0	0.1803855	0.0	0.0	0.0	0.0	1.2108921	4.2359204	0.0	0.0	89.44532	0.0	0.0	0.0	0.02556214	0.21548557	0.0	0.03971387	0.0	45.020294	0.23690407	0.10141212	0.03451243	0.15030065	0.0	0.63331753	0.23690407	0.0	0.0	0.0	0.13847557	0.0	0.0	0.0	0.23690407	0.23690407	0.021145407	0.20359316	0.0	0.17289571	0.2681866	0.018879263	0.42191052	0.06018906	0.0	0.0741255	0.08098262	0.16119753	0.1662686	0.0	0.0	0.0	0.0	0.114647515	0.24114363	0.4938139	0.0	0.33187324	0.02954381	0.06348278	0.0	0.0	1.2496887	0.049396876	0.0	0.15782239	0.5807388	0.0	0.0	0.0052719624	0.63203067	0.029139012	0.0	0.0	0.0	0.1915366	0.27284378	0.0	0.0	0.75504375	0.8380362	0.91513205	0.17150973	0.21484007	0.0	0.3311899	0.0	0.0	0.0	0.0	0.0	132.28317	0.0	0.0	0.0	0.052383494	0.06528983	0.053867687	0.012290524	0.0	0.003844856	0.0075164316	0.0650692	0.0540267	0.04636312	0.050350975	0.10929763	0.020234745	0.0850784	0.0	0.0	136.66391	126.47298	0.0	0.03345915	0.0	0.02741597	0.12350147	1.3202233	0.0	0.0	0.0	0.0	28.174955	0.037279252	0.0	0.18643957	0.0	0.0	1.8585036	1.5561143	0.0	0.1833747	0.0	1.6963019	0.0	0.10859612	0.0	0.0	1.9801781	0.05759158	0.013699316	0.09656605	0.0	1.3020078	59.30597	0.0	0.3698457	0.0	10.630204	0.7195848	59.55968	0.26239586	0.17086309	0.11161248	0.051322017	0.06989839	0.0	0.00014169671	0.06334295	0.0	0.2873039	5.5201566e-05	0.68452954	0.0	0.0	0.37406042	0.23137854	0.13667211	0.037146654	0.0	0.08796577	0.003412558	0.0	0.0	0.22089364	0.104726225	0.0	0.18983719	0.2507261	0.0	0.08773208	0.005060421	0.0	0.0	0.0	0.0	0.0	0.70022476	0.0	0.061843846	1.7866837	0.4029663	0.12166844	1.1649045	0.2800103	0.0	1.1764344	0.42461246	0.64164484	0.0	0.1275811	0.0	131.23546	0.0	1000.00525	135.04631	0.0	0.0
Leaf_Control_14d	95.47618	116.4277	0.0	0.0	0.0	0.39642325	0.0	0.0	0.0	93.869064	0.0	0.0	0.0	0.0	0.0	0.0	94.15112	2.304022	0.0	0.0	0.0	1.5180006	0.0	0.0	0.0	0.024349544	0.0	0.026272604	0.0	2.4855313	1.0113145	0.0	0.0	0.0	0.0	0.046934403	0.17100418	0.19904886	0.054928087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.37986827	8.142662	0.0	0.19216903	0.0	0.90544224	0.0	0.0	0.0	0.00028481244	0.0	0.0	0.0	0.0	0.0	0.05689858	0.15240559	0.0	0.0	0.0	92.47222	0.0	38.910583	0.0863336	0.0	0.2188145	0.0	0.11356454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.2632748	0.2906325	0.074072905	0.0	0.16170332	0.0053823097	0.0	0.21205622	224.08713	0.11154501	0.0	0.0	116.873276	0.0	0.0	39.50219	0.0	0.09670737	0.0	0.0	0.19883181	0.0	0.055966485	0.07699125	0.055073813	0.0	0.0	0.0	48.0168	0.0	0.0	0.0	0.0	0.0	0.029007627	0.0	0.42443493	0.0	0.0	1.5417761	0.0	0.0	0.058215905	0.0	0.14344291	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1722654	0.0	0.0	0.0	0.0	0.0	0.0057871058	0.36189452	0.0	0.0	0.0	0.0	0.0	0.05000753	0.1218831	0.17739819	0.0	0.0	0.0	0.2017803	0.0	0.0	0.0	4.842844e-35	0.0	0.0	0.00655642	0.11186024	0.11730867	0.0	0.0	0.052792188	0.0	0.0	0.0	0.12934026	0.0	0.0	0.08917928	0.0	0.0	0.0	0.0	0.0	0.058484163	0.06880956	0.0	0.05297807	0.03357113	0.003092489	0.0	0.27179095	0.15321687	0.0	0.0	0.5055454	0.6005838	0.7221058	0.7221058	0.064712465	0.0	0.0	0.0	0.0	0.05297807	0.0	0.20663512	0.23189709	0.0	0.007992433	0.01622455	0.0	0.0	0.0	119.88588	0.0	0.0	0.0	0.0	0.15828942	0.19122538	0.43372652	0.0	0.0	0.0	0.0	0.0	0.15066285	0.0	0.0	0.0	0.21453826	0.0	0.0	119.37912	0.0	0.0	122.09969	0.0	0.0	0.0	0.10212947	0.25174868	0.039744653	375.2332	0.0	0.0	0.8208402	0.83728033	0.11711314	21.818056	0.0	0.0	0.19464001	0.0	0.0	0.0	0.00048818527	0.0	0.0	0.0	0.0	0.0	0.021146411	0.0	0.14658761	0.0	0.0	0.0	0.0	0.0	1.8489711	2.230507	0.0	0.03357113	0.0	0.60932046	0.48331746	0.5639991	0.0	0.0	0.0	0.030753814	6.4029098	40.96361	0.0	0.18829644	0.0	0.0	0.0	0.0	243.84845	0.0	0.0	0.14371145	0.15197143	0.7254699	0.0	0.0	0.0	0.102084294	0.24787998	0.16053092	0.0	0.0	0.010349071	0.0	250.1496	0.0	125.054695	0.0	0.0	0.0	0.0	0.08564846	0.0	0.0	0.34931552	0.5934182	0.60823196	0.41282704	0.2214452	0.18877096	0.0	0.35131308	0.0	0.0	0.0	0.0	0.0	0.0	0.18773185	0.16333082	0.0	0.0	0.0	0.039798833	0.0	0.0	0.7166906	500.2012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.885116	1000.2754	0.0	0.0	0.0	0.0	0.0	0.100894846	0.0	3.3775685	21.821934	120.38378	0.0	0.0	0.6241866	0.43859228	0.0	0.2199667	0.23847075	0.2240913	102.87555	4.7421083	0.28015947	0.026872305	0.0	0.09399922	0.0	0.0	2.3096967	0.45558098	0.09443369	0.2942707	0.0	0.0	0.33960965	0.21540317	0.36820495	0.05092961	0.18049651	0.0	0.24430692	0.09952381	0.09559829	0.0	0.80525255	0.27719453	0.13870512	0.0	0.0	0.10101532	0.0	0.11060337	0.0	0.0	224.31944	0.0	0.0	0.0	0.0	0.14994462	0.0	0.20746976	0.22093439	0.15029824	0.17907162	0.021386223	0.0	0.2553868	0.11450971	0.33492458	0.0	0.0	0.0	0.0	0.5336339	8.316014	0.0	0.26409757	80.08295	0.0	0.0	0.019960336	0.23087649	0.30890357	0.0	0.0	0.34140378	48.548058	0.17907162	0.0549276	0.021241877	0.043505397	0.0	0.714724	0.17907162	0.0	0.091551095	0.056612838	0.04009882	0.0	0.35793015	0.0071724183	0.17907162	0.17907162	0.04090057	0.13298357	0.07673008	0.17144904	0.11590544	0.0	0.3548373	0.001515699	0.069766134	0.0	0.03260177	0.009577958	0.13639475	0.0	0.0	0.0	0.012731711	0.3428607	0.17535216	0.38948143	0.0	0.067608684	0.021587184	0.0	0.0	0.0	0.15984732	0.0	0.35140675	0.07673656	0.0	0.00067606237	0.036836736	0.06525655	0.43522942	0.0	0.019257963	0.0021077716	0.0	0.0	0.0974552	0.27001017	0.37524337	0.0	0.0	0.0	0.0	0.19409281	0.29470456	0.12275168	0.07450513	0.0	0.0	0.0	0.0	121.60308	0.21010272	0.1676391	0.16710816	0.0	0.0	0.0	0.21403359	0.2075898	0.2362607	0.4409841	0.02764016	0.0	0.027177174	0.016131707	0.034750476	0.0	0.04963014	0.77191204	0.0	121.762634	120.445946	0.0	0.11733175	0.17577465	0.0	0.0	1.7579011	0.0	0.0	0.0	0.0	23.58067	0.0	0.047602236	0.65120065	0.5242572	0.0	2.3494148	2.4351354	0.0	0.0	0.0	1.2204393	0.0809457	0.05932229	0.0	0.0	2.5463455	0.0	0.0	0.0	0.35450235	0.76978594	42.961033	0.0	0.52393734	0.0	7.4965568	0.8410961	43.11739	0.20908959	0.22001185	0.02839132	0.0	0.0	0.0	0.43929443	0.0	0.54282856	2.4108925	0.112710565	0.548357	0.0	0.0	0.16415478	0.0	0.0	0.0	0.0	0.0	0.0	0.19994871	0.0	0.6792884	0.15593581	0.027675843	0.006368982	0.09352595	0.18813406	0.0	0.0	0.17749691	0.49032903	0.0	0.561804	0.56724244	0.0	0.50215334	0.14850205	2.4643877	0.044527818	0.004327009	1.9169968	0.0	0.0	1.5355847	0.3088727	0.2502806	0.02401471	0.025002277	0.0	119.90758	0.0	1000.00433	119.43033	0.0	0.0
