Sample ID	Tissue	Treatment	Timepoint	Species	B11	Na23	Mg26	Al27	P31	S34	K39	Ca44	Fe54	Mn55	Co59	Ni60	Cu63	Zn66	As75	Se78	Rb85	Sr88	Mo98	Cd111		NDVI800	NDVI850	reNDVI	PRI1	PRI2	PRI3	WBI	NDWI1	NDWI2	SR1	SR2	SR3	SR4	SR5	DWSI	SIPI	ARI1	ARI2	CRI1	CRI2	WCRI	CCI	CCI2	NIRv	R2131	R710	VIS_mean	NIR_mean	SWIR1_mean	SWIR2_mean	Chl	Car
E1.0_P7_21D_FeLim_L	Leaf	FeLim	21 d	Populus trichocarpa	60.69247522	5.993282981	1847.486	2.652829073	5216.543096	38101.57723	33296.18671	2857.039078	11.55070875	347.8870994	0.009389321	0.126852064	6.549888902	44.82534786	0.003148227	0.00199742	0.362471559	1.994632717	24.38952405	0.010743727		0.363682799	0.470825221	0.075395437	-0.028287938	-0.02230491	-0.016817768	0.97006192	0.028355046	0.02846453	1.383235681	1.012052097	3.753366249	4.980619726	1.158281487	0.312014904	0.733255514	-0.000928243	-0.051048066	0.024110995	0.023182752	0.05801971	0.163618885	0.114515626	20.00047114	24.62592839	47.30906852	23.67787121	54.559381	33.73223374	18.53055414	91.99440345	-14.74745564
E1.0_P30_21D_FeLim_L	Leaf	FeLim	21 d	Populus trichocarpa	57.22674477	3.747196197	1800.662665	2.47699025	4442.311894	38199.04778	26614.4852	2703.605732	8.211965837	419.5327821	0.010877023	0.12542914	6.431193564	41.53352541	0.002716229	0.002133769	0.291715356	1.827171831	20.18570034	0.006508685		0.395099445	0.508233539	0.082967725	-0.037035263	-0.030170074	-0.024171427	0.970314422	0.029646992	0.029693867	1.410693686	1.051618187	4.05495017	5.487288222	1.17929954	0.368822185	0.752131044	-0.00025501	-0.013946552	0.029759349	0.029504339	0.061092754	0.16402421	0.129378129	21.60804954	23.55108545	46.28611709	21.79708576	54.35609496	32.90007364	17.80605366	106.1408935	-12.18706147
E1.0_P4_21D_ZnEx_L	Leaf	ZnEx	21 d	Populus trichocarpa	42.06119357	3.308773621	1625.26429	2.271318353	1343.157108	16093.12353	13084.30747	1330.976739	7.627954427	88.03206188	0.002125992	0.142868142	1.389600367	390.0683716	0.00144746	0.002234424	0.151505809	0.579491358	12.02496266	0.003375343		0.658641973	0.756731503	0.211790412	-0.030864585	-0.024596601	-0.018511485	0.970643256	0.028628058	0.028679914	1.422194026	2.092896568	6.653694267	9.67328793	1.545966439	0.820997589	0.822442177	0.008851266	0.505039308	0.055614071	0.064465337	0.1328045	0.195517001	0.319327827	37.58107317	24.59316423	36.81828856	11.57404277	56.62077099	34.78064182	18.98542378	232.7765641	14.49963325
E1.0_P15_21D_ZnEx_L	Leaf	ZnEx	21 d	Populus trichocarpa	41.06814426	4.484039649	1565.712442	2.732859657	1366.498554	17755.57336	12040.97155	1348.98025	12.26864575	92.30061865	0.002481758	0.058144631	1.508019938	416.1045127	0.002292664	0.007777313	0.21682875	0.619804336	16.93360706	0.004954176		0.663687132	0.758849641	0.214232313	-0.008249218	-0.001246997	0.004662495	0.971464662	0.028701839	0.028764588	1.407864877	1.885453215	6.64935119	9.678073523	1.551672599	0.76277432	0.821562844	0.002969418	0.170012	0.054270423	0.057239841	0.133156646	0.258770788	0.321130916	37.99895094	25.34951896	36.79177334	12.10010143	56.79234334	35.26528171	19.57172266	227.9796351	13.23024013
E1.0_P20_21D_ZnEx_L	Leaf	ZnEx	21 d	Populus trichocarpa	38.42001835	2.58160678	1544.431921	1.958765737	1221.884639	16153.89856	11224.0139	1206.557834	8.052273035	71.1283731	0.002165486	0.073569754	1.318830641	358.0868563	0.001614293	-0.000496156	0.165956188	0.577681372	11.53286326	0.003443606		0.687782108	0.77310671	0.23127422	0.00594065	0.013665591	0.020317466	0.972900282	0.029700819	0.029732258	1.398944287	1.891377507	6.808695693	9.841951991	1.615601707	0.758785513	0.820959492	-0.000639376	-0.038247137	0.056011206	0.05537183	0.146252885	0.299436091	0.344795246	41.1427951	26.88446842	36.98397187	12.1535603	59.39055064	37.15149818	20.77461346	246.9079684	15.44692785
E1.0_P9_21D_ZnLim_L	Leaf	ZnLim	21 d	Populus trichocarpa	56.73183752	2.580981839	1630.28928	1.851949113	2712.679111	29757.06834	14931.20749	2466.771991	23.60752212	108.4634446	0.008818555	0.109653847	2.356601475	7.385400023	0.001400723	-0.001675331	0.119904642	1.68883819	17.73200211	0.005128093		0.799704213	0.825779699	0.384949053	0.038742462	0.04766345	0.055878846	0.971369813	0.027828802	0.027832846	1.372166956	3.081082911	7.733014898	11.05454839	2.310984003	0.927646515	0.837654925	-0.005637645	-0.316652373	0.090018346	0.084380701	0.327547036	0.314799881	0.5184718	44.91737921	26.61389787	24.329321	7.374862514	55.84922378	35.32174518	20.35033617	297.8993622	29.99415287
E1.0_P18_21D_ZnLim_L	Leaf	ZnLim	21 d	Populus trichocarpa	58.15851412	4.432679818	1668.929167	2.284331151	2445.302249	25159.71641	13646.27396	2359.193631	22.77717024	110.0898537	0.00800156	0.046008249	1.990346986	7.777161652	0.002219707	0.002982284	0.160148354	1.546738305	16.89742705	0.005205729		0.780198978	0.810996087	0.358165433	0.037956367	0.046683461	0.054336749	0.974941464	0.025335683	0.025366398	1.338439296	2.818041768	7.363097469	10.23676817	2.158438974	0.865973065	0.82623741	-0.006581068	-0.363505959	0.084047718	0.07746665	0.294143056	0.321052665	0.487183255	43.0943676	27.29524214	25.54682811	8.051391836	54.810656	35.73059479	21.09450277	281.6761564	26.93608981
E1.0_P28_21D_ZnLim_L	Leaf	ZnLim	21 d	Populus trichocarpa	54.61084176	2.521645938	1293.4459	2.597625605	2683.17839	23236.05263	15451.60941	2086.473535	18.11151937	91.65029857	0.007082628	0.154854472	1.535079689	5.788133788	0.002595121	0.004549976	0.116791185	1.359830168	17.45726162	0.005548928		0.777177476	0.821998214	0.326024131	0.027775672	0.037267394	0.045512376	0.974765537	0.02692119	0.026904387	1.356151364	2.537265787	8.08418299	11.42374612	2.002662865	0.856125068	0.844072199	-0.006966943	-0.372130003	0.094491456	0.087524513	0.282147676	0.350361643	0.458782223	41.51190189	25.4920228	26.64852288	7.988202736	53.06243648	33.84887496	19.54158506	263.2304071	23.55863287
E1.0_S77_0H_Ctrl_L	Leaf	Control	0 h	Sorghum bicolor	22.95473422	6.173577194	1764.707647	7.584856191	9621.780131	9939.279493	52230.76624	1209.510156	30.06160081	260.4453473	0.001533778	0.37755781	12.82751146	45.64730157	0.003224643	0.012739365	0.135682046	0.961675438	26.7889529	0.007557091		0.697474078	0.73299716	0.390011462	0.023980059	0.030357276	0.036037372	0.979777044	0.03878021	0.038872782	1.286904827	2.378378865	5.128274834	6.926515031	2.329854197	0.725064677	0.738013435	-0.024136749	-0.784195714	0.07166724	0.047530491	0.368385743	0.253202237	0.495453838	22.66072336	19.28776071	13.89655193	6.615293392	31.94904816	22.89756081	14.97839302	157.515017	14.66265834
E1.0_S78_0H_Ctrl_L	Leaf	Control	0 h	Sorghum bicolor	15.78460494	3.209820642	1678.850752	5.875332233	10537.74264	12021.99959	57881.00724	1486.55127	103.6854195	164.4311862	0.004425519	0.09887077	12.58075119	120.7712409	0.00534896	0.005989178	0.129376925	0.95059346	25.5973584	0.005418036		0.685712065	0.729455568	0.358559399	0.016314606	0.023815692	0.030761871	0.979618432	0.036059303	0.036099073	1.299801387	2.188171407	5.297197178	7.12825407	2.166099862	0.708961667	0.754365127	-0.018112343	-0.697739301	0.065287032	0.047174689	0.286344684	0.261713115	0.469959441	26.41559235	21.34434685	17.75169425	8.085420502	38.03461858	26.34810457	16.32224448	180.6426972	15.52670694
E1.0_S79_0H_Ctrl_L	Leaf	Control	0 h	Sorghum bicolor	23.60941777	4.127390379	1823.052889	4.553468612	11005.4612	11732.46268	48963.8636	1590.845453	29.64453371	334.1979322	0.001362463	0.208862349	13.12132012	55.37680872	0.003144188	0.020078943	0.093961915	1.274889991	30.65528306	0.012585312		0.698847641	0.733049817	0.395851602	0.02001514	0.026712859	0.033076593	0.977451905	0.035685755	0.03569019	1.297270668	2.424458397	5.258509092	7.012010474	2.375010991	0.743430705	0.744962082	-0.023337723	-0.741367486	0.073802309	0.050464585	0.376878664	0.241552833	0.50472682	22.20023395	18.44792007	13.33328069	6.349404246	31.28102932	21.95618792	14.22050358	155.5670338	14.61462285
E1.0_S88_0H_Ctrl_L	Leaf	Control	0 h	Sorghum bicolor	15.69440277	2.989895594	2115.538522	3.431922877	10421.27713	13121.96411	55947.22827	916.1006651	26.48639786	143.2319604	0.000816936	0.265266758	13.76030186	31.34710217	0.00186091	0.007407741	0.143651601	0.69376513	22.61092274	0.004675155		0.67477878	0.719929966	0.342866015	0.017449376	0.02497415	0.031924334	0.979088093	0.03297121	0.033005134	1.292133125	2.12557692	5.102260785	6.830948664	2.076207441	0.687022091	0.747137283	-0.01544967	-0.619053561	0.060468922	0.045019253	0.25894484	0.260717606	0.44989589	27.03774348	22.88198274	19.23820855	8.727924401	39.56643601	27.73727668	17.62366916	183.1739936	15.17705033
E1.0_S87_0H_Ctrl_L	Leaf	Control	0 h	Sorghum bicolor	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
E1.0_S90_0H_Ctrl_L	Leaf	Control	0 h	Sorghum bicolor	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A		#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
E1.0_S30_2D_Ctrl_L	Leaf	Control	2 d	Sorghum bicolor	14.15330093	25.29382899	1495.144386	2.887622472	9252.688534	11142.12392	47498.63383	508.1205486	22.71721996	95.12930679	0.001309254	0.23153033	11.96593305	31.63477283	0.001698118	0.01003638	0.151785829	0.364035609	15.72610862	0.003363453		0.725749569	0.764086656	0.367940725	0.021401753	0.030170967	0.038490053	0.977222009	0.030690843	0.030782164	1.312427554	2.261055584	5.835575385	8.03182766	2.206348729	0.742858078	0.778947133	-0.024645001	-0.930490405	0.087201941	0.06255694	0.359016572	0.310779417	0.483390362	27.40121619	21.06755819	17.04313785	7.10205711	37.24635108	25.08476598	15.78259393	181.8265129	16.33672321
E1.0_S48_2D_Ctrl_L	Leaf	Control	2 d	Sorghum bicolor	14.62581258	7.171550086	1719.843978	7.698455611	7578.910181	11594.4938	43147.04266	2577.983404	25.00572992	136.6310572	0.010451548	0.110830886	9.887711426	287.5594332	0.003743891	0.009100785	0.125298688	1.382338348	17.16002265	0.003737195		0.721710422	0.754896766	0.397465814	0.01851793	0.026929717	0.034751069	0.973696432	0.037941733	0.037967127	1.363257259	2.325515839	5.363104815	7.616415349	2.378898998	0.786580079	0.765746124	-0.026277067	-0.867791066	0.090444206	0.064167139	0.399582957	0.272710619	0.509699402	23.83423745	16.93546125	13.83785157	6.155719537	32.56328188	21.14605022	12.81611918	163.5386403	15.4227227
E1.0_S45_2D_Ctrl_L	Leaf	Control	2 d	Sorghum bicolor	17.5143363	7.897396256	1527.511245	3.710709905	8901.573033	11164.5527	43698.68421	1328.419046	23.99186068	128.0341982	0.002976811	0.073121544	11.6506841	104.167144	0.001813707	0.009157274	0.102590341	0.822232279	19.20695592	0.005267375		0.740386702	0.764342013	0.438543981	0.021429824	0.029812776	0.037645332	0.975284679	0.036747641	0.036816626	1.356444692	2.603521102	5.432693451	7.721696891	2.639042962	0.821192036	0.768930745	-0.02284855	-0.999563531	0.070031954	0.047183404	0.338491218	0.261267675	0.546631629	32.38995683	22.32299794	16.51802654	7.554954148	43.11059871	28.02545539	16.74683621	227.1557703	22.91604747
E1.0_S31_2D_FeEX_L	Leaf	FeEX	2 d	Sorghum bicolor	14.33060456	4.204375347	1261.821211	2.585399637	7181.992053	9482.856889	49393.15291	697.0653605	235.8043602	76.18344699	0.001293905	0.066885633	9.225885561	23.35836788	0.009179947	0.011825605	0.103655018	0.590173405	14.55057713	0.005760123		0.731215596	0.759752971	0.420888486	0.015800584	0.024619746	0.032867484	0.972279333	0.036661777	0.036650915	1.395694719	2.405353291	5.431365566	7.803171244	2.53264708	0.827584099	0.773895746	-0.023295249	-0.998307348	0.072209726	0.048914477	0.33534503	0.264681749	0.534504931	31.33591377	20.57159504	16.88707883	7.631424728	42.33051714	26.4415757	15.47306496	218.539222	21.40028806
E1.0_S42_2D_FeEX_L	Leaf	FeEX	2 d	Sorghum bicolor	16.53413557	6.574420909	1544.440286	6.276742351	7936.439816	10904.89369	41921.37009	1695.648485	337.8844274	122.3190382	0.005359887	0.153001657	11.17705856	138.7222833	0.013377416	0.007554528	0.100131301	1.031642995	22.64978893	0.007498447		0.732270022	0.755507462	0.43716679	0.019059462	0.027374441	0.035247952	0.974253335	0.03409396	0.034118487	1.36007425	2.557779899	5.28041022	7.441126961	2.633353028	0.814803365	0.761671688	-0.023895289	-0.99199806	0.069988168	0.046092878	0.347975559	0.251981187	0.544277146	30.3997341	21.28420775	15.72484952	7.369863004	40.97171118	26.60504162	16.11100927	214.6346523	21.51553328
E1.0_S65_2D_FeEX_L	Leaf	FeEX	2 d	Sorghum bicolor	15.59540682	4.883145722	1476.896357	2.687492932	8336.700405	10450.84675	42254.60083	975.3861644	32.22333302	160.7957511	0.000696996	0.079605189	11.93985934	31.08500332	0.001703863	0.011702963	0.086072796	0.737438016	22.08834939	0.004783766		0.722119864	0.749722959	0.411577186	0.019096678	0.026987946	0.034396998	0.975413266	0.038205783	0.038219268	1.352861685	2.432856843	5.228907745	7.334867635	2.466054116	0.790620456	0.758073046	-0.020743607	-0.899527906	0.065645807	0.0449022	0.315139539	0.257467627	0.520693003	31.3140797	22.13116286	17.53813937	8.035589214	42.75514775	27.92252629	16.76698578	218.6454156	21.09869361
E1.0_S3_2D_FeLim_L	Leaf	FeLim	2 d	Sorghum bicolor	15.31221832	3.30520204	1584.090902	2.419159402	8353.754264	11279.9522	41873.43505	865.9468416	32.4928714	112.5860769	0.001461138	0.054343142	11.11727479	48.675676	0.002024554	0.004853082	0.111288954	0.577972699	15.10527453	0.003593793		0.704777045	0.735519414	0.387365651	0.017091494	0.025741669	0.033720855	0.973407538	0.037912892	0.038027073	1.366336757	2.206909305	4.903155492	6.934461201	2.314738299	0.758515016	0.746478675	-0.020571342	-0.888789213	0.063007043	0.042435701	0.292865307	0.265811329	0.493935088	30.4500423	21.71248865	18.5841176	8.625976354	42.48219191	27.55386223	16.50229681	208.8524937	19.19731464
E1.0_S13_2D_FeLim_L	Leaf	FeLim	2 d	Sorghum bicolor	18.77187451	5.516633696	1337.481306	3.102776889	8160.082962	11155.96236	37046.55043	890.5274897	24.7248271	105.9521031	0.001904568	0.095571574	12.01637779	61.33581072	0.001638384	0.011289459	0.105359792	0.568162111	15.04141822	0.003363135		0.702306735	0.735858765	0.377654328	0.015481464	0.02379358	0.031740554	0.974696912	0.036494446	0.036614974	1.351585952	2.166303805	5.019373459	7.019781837	2.258535044	0.742119216	0.750291668	-0.021291587	-0.893032308	0.06647191	0.045180323	0.297480726	0.272951204	0.485353389	29.45682744	21.69668163	18.48326408	8.472932814	41.26487015	27.12346535	16.47147823	200.2417023	18.0359509
E1.0_S7_2D_FeLim_L	Leaf	FeLim	2 d	Sorghum bicolor	11.24888753	5.975951445	1542.361795	3.40600799	8539.855139	11131.60894	47028.77037	648.2232456	29.34545944	89.16368194	0.000679525	0.094995803	11.46427649	24.10944626	0.002510601	0.015700614	0.113712132	0.499157631	14.62395525	0.003759553		0.69068558	0.725761683	0.359269735	0.018241794	0.025969056	0.033361433	0.973389205	0.035905682	0.035996189	1.348662498	2.095533628	4.846767408	6.728681608	2.163751483	0.722407697	0.740027826	-0.019589549	-0.838216043	0.061294314	0.041704765	0.280253863	0.270649479	0.466213332	29.55370397	21.5494099	19.69157035	9.011246295	42.14385765	27.6125621	16.35775509	199.5081058	17.32987743
E1.0_S58_2D_ZnEx_L	Leaf	ZnEx	2 d	Sorghum bicolor	17.92312292	4.919639876	1454.867094	4.408930702	8408.86708	11781.91353	40381.53722	983.4129933	35.4190298	156.6503464	0.00102063	0.121815995	12.52284043	69.68181187	0.002367464	0.006371348	0.08735381	0.703971251	29.37153967	0.00540002		0.691570636	0.72548729	0.369765372	0.017189001	0.024891262	0.032146973	0.976168469	0.034053749	0.034133627	1.336408501	2.237410032	4.800859282	6.6389755	2.227108538	0.736130155	0.739779788	-0.015670033	-0.667254488	0.060334059	0.044664026	0.271103022	0.248491861	0.476536496	29.44815884	22.52155238	19.07430576	8.760625253	42.03090222	27.96931281	17.36628348	203.0420131	18.02107036
E1.0_S46_2D_ZnEx_L	Leaf	ZnEx	2 d	Sorghum bicolor	12.54362742	5.448270997	1307.103897	3.212678188	7404.751975	11338.58886	49623.04639	823.6765747	16.73240964	127.7298987	0.000586357	0.043322655	9.427974858	48.38383879	0.001906534	0.008558306	0.097768903	0.680396128	24.48100063	0.005104437		0.703639327	0.73224257	0.387147365	0.019654795	0.027262001	0.034520363	0.976522851	0.031102835	0.031162234	1.31586427	2.377257389	4.944799533	6.711257538	2.325165046	0.744624135	0.741457682	-0.018318289	-0.794172411	0.060303106	0.041984818	0.293711374	0.249657097	0.49383827	30.50563039	23.3354472	18.59959755	8.584982627	42.812513	28.86025908	17.85675714	211.9313262	19.64209677
E1.0_S50_2D_ZnEx_L	Leaf	ZnEx	2 d	Sorghum bicolor	17.54437592	7.654198691	1468.753029	2.478333963	7388.083944	11652.52835	44149.82304	759.366394	14.25065043	95.73691921	0.000699693	0.07268595	8.935988833	36.08409161	0.001173379	0.008268342	0.094289408	0.587833648	20.33730824	0.004112289		0.751651704	0.788242583	0.39680494	0.022559743	0.031566804	0.040095503	0.976947821	0.033250472	0.03328878	1.341067308	2.435222776	6.385124418	9.014913638	2.368472434	0.804440585	0.801315259	-0.024963367	-0.967399066	0.098082889	0.073119522	0.3835508	0.317353896	0.517160465	29.12856869	21.19396434	16.29961122	6.530116294	38.22979556	25.22758326	15.85381169	195.1590458	18.61392162
E1.0_S8_2D_ZnLim_L	Leaf	ZnLim	2 d	Sorghum bicolor	21.12655038	3.221521349	1364.55327	3.236822642	6419.840074	9253.273796	34933.42998	841.7039096	434.3766616	119.1765628	0.00211296	0.055509995	9.013806113	30.95984214	0.016931021	0.006564212	0.071444251	0.635852472	19.14366934	0.00331105		0.69351234	0.72151546	0.387932888	0.019799315	0.02705881	0.033963063	0.97521503	0.033574348	0.033647287	1.335100618	2.281764342	4.657944054	6.442068949	2.318464822	0.738332814	0.729433441	-0.017665181	-0.774031091	0.054993306	0.037328125	0.274285952	0.244517328	0.489612205	30.38746797	23.42291114	18.81843775	9.031439878	43.18873874	28.90243396	17.99983575	211.5754745	19.43945034
E1.0_S9_2D_ZnLim_L	Leaf	ZnLim	2 d	Sorghum bicolor	16.48253034	5.53565672	1429.227905	3.217296297	8036.811409	10423.21142	41980.65237	759.7124552	24.57473417	136.5629553	0.001016392	0.128273451	10.87622576	24.26368321	0.001680987	0.003446249	0.096587139	0.586451075	17.80066816	0.003351843		0.712546597	0.739518899	0.410692467	0.016179636	0.024231892	0.031659641	0.974403528	0.035160863	0.035200952	1.372366806	2.354888184	4.992878184	7.032415685	2.461019094	0.789577453	0.751680238	-0.020677591	-0.897167448	0.063110537	0.042432946	0.305200373	0.247599526	0.517808049	30.91625186	21.36017213	17.56366001	8.28285462	42.79478656	27.51472522	16.25010872	216.6918687	20.7465175
E1.0_S49_2D_ZnLim_L	Leaf	ZnLim	2 d	Sorghum bicolor	18.64104318	4.169999807	1304.822053	2.719398363	7779.88318	10092.51463	40285.04869	621.5559436	17.85764447	104.195268	0.000360632	0.033567274	9.875554554	18.39613683	0.001226987	0.006816484	0.088683342	0.462188958	15.54487674	0.002454619		0.712743073	0.747710213	0.384699064	0.016877384	0.025518578	0.033623852	0.975153296	0.037417741	0.037491181	1.350343075	2.222880314	5.405504937	7.496148434	2.302607849	0.759897795	0.763542792	-0.022241564	-0.956082478	0.068705931	0.046464366	0.305373021	0.280890809	0.497289693	30.63818492	21.87836347	18.588969	8.342598187	42.31161914	27.72967053	16.4553198	208.3132794	19.11499631
E1.0_S14_4D_Ctrl_L	Leaf	Control	4 d	Sorghum bicolor	28.86154719	5.458761574	1483.880241	2.820356742	6466.105018	10053.49846	41189.37497	721.1516149	19.75479048	95.72944469	0.000605296	0.074552743	9.828256722	18.38142453	0.001677795	0.00694056	0.092173882	0.533794384	18.11608268	0.003616672		0.70769252	0.739274799	0.38295842	0.016860585	0.024433528	0.031793761	0.973098355	0.035716008	0.035726248	1.364657351	2.239562178	5.012829369	7.076225982	2.296083287	0.765444422	0.753207528	-0.019894971	-0.83386897	0.066647598	0.046752627	0.303408886	0.263398763	0.49229048	29.6619095	20.65599559	18.19840401	8.229252528	41.36869137	26.67352089	15.6545785	203.4830933	18.66236669
E1.0_S68_4D_Ctrl_L	Leaf	Control	4 d	Sorghum bicolor	9.951232466	5.858004405	1622.85285	1.777559331	8026.582165	11861.00391	56107.28954	602.996283	14.32453895	78.92451367	0.000669593	0.177887083	9.223860805	33.29845144	0.001173243	0.001985156	0.124985652	0.52205265	17.0505994	0.004550047		0.713447188	0.746388918	0.383530803	0.020565174	0.028394615	0.035894453	0.969619073	0.041569218	0.041639654	1.418865086	2.150815696	4.950810983	7.294235286	2.294039518	0.793623488	0.758887788	-0.019806693	-0.852968465	0.067089567	0.047282873	0.298348894	0.27604637	0.493558706	30.72435871	19.95216891	18.70138066	8.335519541	42.38088516	26.23340172	15.14455909	208.7670896	19.21617409
E1.0_S72_4D_Ctrl_L	Leaf	Control	4 d	Sorghum bicolor	29.97603268	6.94170948	1525.265667	3.143964281	9217.123845	11257.04187	51920.10505	1300.539754	22.53025946	170.3221624	0.000777627	0.528613442	13.24231747	31.32593966	0.002061094	0.011047576	0.099168205	0.996047554	29.47998294	0.005260099		0.711878891	0.736131583	0.417013554	0.020826514	0.02820279	0.035318317	0.973873094	0.037848458	0.037833536	1.367247622	2.432303263	4.845197906	6.833178986	2.503043117	0.792542	0.743157606	-0.01935968	-0.852035283	0.057681889	0.038322209	0.3018035	0.236353819	0.521574871	31.33037001	20.66342633	17.54321117	8.398257803	43.44851961	27.96171828	15.60349944	222.2058245	21.58993999
E1.0_S24_4D_FeEX_L	Leaf	FeEX	4 d	Sorghum bicolor	18.4024068	5.419305124	1706.977729	2.629282726	7821.5551	11807.9423	46154.05857	820.7253258	235.9287287	81.91266955	0.001695737	0.050387395	9.641042535	54.84596988	0.012763452	0.007027239	0.119875363	0.539986122	18.16037642	0.00323207		0.718490075	0.74903211	0.394501464	0.020108486	0.028072965	0.035336296	0.973597662	0.035582286	0.035634249	1.35160967	2.301805644	5.25971753	7.38087958	2.365282149	0.770649034	0.761621915	-0.02230137	-0.958812871	0.068171392	0.045870022	0.314357111	0.275568179	0.50588856	30.89036862	21.9761619	18.13405776	8.168976694	42.43147887	27.67890936	16.59048354	212.0284009	19.84394339
E1.0_S5_4D_FeEX_L	Leaf	FeEX	4 d	Sorghum bicolor	12.24273984	4.928623417	1466.740858	3.534314429	7205.975723	10461.39113	41292.57747	1368.81986	84.66909161	80.71066115	0.003687446	0.121566888	10.00128776	119.6901123	0.003586852	0.010253972	0.105077842	0.779892962	18.02396081	0.003866076		0.727945407	0.757051641	0.408098425	0.020770765	0.029240553	0.037161454	0.970243431	0.04056936	0.040611694	1.413174737	2.282963292	5.152483358	7.625066476	2.436150728	0.816650969	0.76845592	-0.021831306	-0.944408601	0.070893709	0.049062402	0.317526135	0.277329548	0.518075513	31.49046138	20.33043408	17.68520181	7.916279813	42.59302712	26.47890083	15.36975765	216.1710667	20.76803492
E1.0_S55_4D_FeEX_L	Leaf	FeEX	4 d	Sorghum bicolor	10.86756242	10.18865272	1603.31045	2.586968437	7708.234022	10451.07409	43187.60428	580.0679462	43.14154702	87.98022623	0.000844041	0.07242481	9.407664317	23.71211989	0.001377694	0.011301165	0.12713901	0.416039943	15.47659455	0.002807641		0.692260932	0.731520314	0.34825473	0.021137239	0.029018186	0.03655778	0.9745854	0.036780986	0.036865837	1.338119958	2.037650643	5.011280809	6.951063162	2.101838369	0.706397274	0.746879083	-0.019828503	-0.846785721	0.062831712	0.043003209	0.27709867	0.290324609	0.455915661	29.56333468	22.23825329	20.22266655	9.058849049	42.01697624	27.91284008	16.84575953	196.1674905	16.5588668
E1.0_S23_4D_FeLim_L	Leaf	FeLim	4 d	Sorghum bicolor	12.321904	6.331847728	1539.22732	4.350608112	8798.269639	13187.9105	48205.86731	1597.764582	22.22976591	107.8374915	0.005389828	0.11973907	12.5965022	163.5003913	0.002394247	0.008456743	0.139346332	0.890183776	24.34342175	0.004413389		0.724198886	0.764303756	0.368306186	0.019601482	0.028400614	0.03676165	0.975256685	0.035627215	0.035711638	1.357028893	2.161143349	5.712116978	8.148900139	2.203311878	0.761072589	0.781405587	-0.021626025	-0.889391607	0.08077784	0.059151815	0.316315433	0.311310554	0.483494349	29.78339305	21.24041669	18.58531647	7.769218421	40.52825734	26.2935658	15.86828879	197.2175678	17.5810082
E1.0_S54_4D_FeLim_L	Leaf	FeLim	4 d	Sorghum bicolor	24.12498004	9.767610181	1631.655142	3.787547292	7569.68761	12567.94732	45158.56784	1318.830427	18.64710658	137.5772893	0.003785492	0.110912589	12.0772977	102.7084412	0.00269278	0.01038732	0.133108944	0.783232341	19.02056796	0.005064956		0.719815084	0.75520174	0.379586927	0.019701656	0.028218852	0.036133841	0.972988549	0.037823746	0.037888729	1.377943119	2.219943197	5.308110341	7.632016748	2.272082812	0.780451193	0.770915347	-0.019924102	-0.824120279	0.075343173	0.055419071	0.311563965	0.285774404	0.492360111	29.77369817	20.45683872	18.15091353	7.815172883	40.77983082	26.08150484	15.48137518	201.149888	18.38886908
E1.0_S27_4D_FeLim_L	Leaf	FeLim	4 d	Sorghum bicolor	14.49907453	10.35680767	1511.131886	3.015316944	9235.851607	13164.90524	48517.18511	697.3781204	22.17850278	104.0044594	0.000723299	0.094840608	12.90167992	27.05265342	0.001516146	0.020547158	0.125095959	0.51979065	22.02473298	0.004416358		0.732479779	0.763618884	0.40123014	0.020513529	0.028953724	0.037138308	0.972868164	0.039471501	0.039544174	1.387920655	2.29594173	5.418731696	7.908498247	2.393014575	0.803996055	0.774518332	-0.022145499	-0.963756187	0.074135053	0.051989554	0.320513305	0.290060157	0.513556986	31.87699276	20.82861237	18.11304764	7.887213559	42.83502564	27.09055902	15.61622794	216.7793145	20.61907245
