Sample ID	Tissue	Treatment	Timepoint	Species	B11	Na23	Mg26	Al27	P31	S34	K39	Ca44	Fe54	Mn55	Co59	Ni60	Cu63	Zn66	As75	Se78	Rb85	Sr88	Mo98	Cd111		NDVI800	NDVI850	reNDVI	PRI1	PRI2	PRI3	WBI	NDWI1	NDWI2	SR1	SR2	SR3	SR4	SR5	DWSI	SIPI	ARI1	ARI2	CRI1	CRI2	WCRI	CCI	CCI2	NIRv	R2131	R710	VIS_mean	NIR_mean	SWIR1_mean	SWIR2_mean	Chl	Car
E1.0_P28_4D_ZnLim_L	Leaf	ZnLim	4 d	Populus trichocarpa	26.21049822	5.640194679	1407.951046	2.093050434	2791.797451	22346.12578	18422.1026	2104.161999	22.29756829	100.971385	0.006154581	0.060528647	1.95195508	17.06662084	0.001867995	0.001753735	0.326659271	1.595267072	19.61716676	0.007055232		0.782421233	0.822038144	0.332153687	0.028821658	0.0379363	0.04659727	0.974409069	0.030460182	0.030473591	1.389001044	2.595964405	7.571039113	11.06863228	2.033454839	0.886673857	0.840457653	-0.004236185	-0.250624997	0.086771856	0.082535672	0.257031368	0.341194974	0.464103292	46.2903123	26.97365924	29.10102698	8.597935333	58.77895799	36.46949355	20.56562771	295.6278277	26.84155137
E1.0_P2_7D_Ctrl_L	Leaf	Control	7 d	Populus trichocarpa	34.46460045	5.787134476	1608.960696	2.730440875	3198.5905	26590.91336	19800.34399	2706.771963	27.93957301	125.7129476	0.002791803	0.234195598	2.653131349	25.31447329	0.002461343	0.007716561	0.203120289	2.129647923	19.57902885	0.005779223		0.783380278	0.826424733	0.324955615	0.0312721	0.040836288	0.049568656	0.973841069	0.033722708	0.033746002	1.41025564	2.484101666	7.678253988	11.51522742	1.98772381	0.891578303	0.84154844	-0.003735178	-0.204376597	0.090180371	0.086445193	0.262478596	0.356005339	0.454882522	42.86398297	23.9345885	27.51368763	8.091178478	54.26778041	33.42123303	18.301539	270.0478942	24.11251463
E1.0_P21_7D_Ctrl_L	Leaf	Control	7 d	Populus trichocarpa	40.45491439	3.778779032	1587.293251	3.050659854	3296.198257	28978.76748	18265.00861	2557.152622	22.89536929	113.8706741	0.002980369	0.096118862	2.224175713	24.19091657	0.001492392	0.0046053	0.231656989	1.854958564	19.94767014	0.006085666		0.762129216	0.796500666	0.338126691	0.024986563	0.034214582	0.042301423	0.969176019	0.037014302	0.037048235	1.441376682	2.508406638	6.312435822	9.458879151	2.057184384	0.900122175	0.815554776	-0.002322086	-0.142224912	0.070131144	0.067809058	0.227847126	0.295094574	0.463006919	46.67947705	25.84254853	29.77073111	9.528929085	60.70720203	36.55249911	20.08061567	304.2630204	27.81028449
E1.0_P27_7D_Ctrl_L	Leaf	Control	7 d	Populus trichocarpa	34.06438924	3.840343947	1486.495656	2.74485152	2771.820838	21978.63184	18086.60901	2753.690229	23.73704131	113.2865742	0.002358489	0.062606542	2.151825839	22.62952381	0.001800773	0.003742699	0.364399011	2.383757876	18.58036754	0.005537575		0.777798097	0.81448645	0.341845394	0.030781949	0.040227336	0.048189745	0.969411518	0.035251372	0.03522599	1.438059312	2.55161552	6.964012034	10.59731107	2.07970092	0.914790974	0.833245401	-0.003229874	-0.189359768	0.082039422	0.078809548	0.250307765	0.323462781	0.472065977	45.60043978	24.78589215	28.21544061	8.621109185	58.24700689	34.94643335	18.96388129	294.56067	27.13251706
E1.0_P26_7D_FeEX_L	Leaf	FeEX	7 d	Populus trichocarpa	30.32239444	4.307602205	1663.984851	2.327764986	3407.242966	30661.54463	23482.30411	3293.657498	37.40184461	121.8760299	0.001637983	0.120843819	1.490403842	19.46916416	0.001947479	0.006857879	0.322265079	2.852667317	25.89850076	0.007685163		0.763658512	0.815425951	0.305117267	0.024721579	0.034590077	0.04301822	0.974805497	0.029514963	0.0294483	1.376039247	2.355466429	7.780651187	11.17645595	1.911744014	0.843132204	0.84021139	-0.004654957	-0.265046379	0.082573015	0.077918057	0.233440175	0.347574815	0.436218834	43.4815859	25.86489456	29.81637321	9.040113016	56.62694848	35.54259653	19.66322802	272.6460999	22.90559291
E1.0_P29_7D_FeEX_L	Leaf	FeEX	7 d	Populus trichocarpa	29.3167643	6.137098953	1689.878638	2.367705103	3805.353683	29731.01974	20346.1404	2703.408005	39.30720195	136.6061408	0.001630868	0.146801235	2.001660807	18.87876944	0.001684313	0.001795938	0.401333101	2.167325173	21.62714315	0.007302767		0.791784547	0.83255065	0.333900019	0.02973104	0.039471429	0.047866177	0.972369858	0.036008403	0.036007203	1.419591244	2.561522711	7.90949844	11.91702081	2.039291731	0.913681462	0.851677147	-0.004398464	-0.248409101	0.096020352	0.091621888	0.275226342	0.356462141	0.467980128	44.7170833	24.6596156	27.71087867	7.93825157	56.02064393	34.06649307	18.61036514	283.4007465	25.87227433
E1.0_P16_7D_FeEX_L	Leaf	FeEX	7 d	Populus trichocarpa	31.69482501	4.522294233	1469.599546	2.438942051	3250.245298	27939.41641	17461.09818	2560.793921	36.32923007	107.0188006	0.001586958	0.172528696	1.05435179	18.64855495	0.00210301	0.004412266	0.33834096	2.129249647	18.12952294	0.005606398		0.790492086	0.824437243	0.355897955	0.031534657	0.041246642	0.049644759	0.972711445	0.032391627	0.032380174	1.40225035	2.743000932	7.592544243	11.15083467	2.151949802	0.916920253	0.839507538	-0.005254772	-0.300641703	0.086386371	0.081131599	0.290761225	0.332689283	0.489372543	45.22648506	25.02960275	26.60534126	8.002266387	56.81310417	35.06330556	19.09940693	293.6057778	27.99598982
E1.0_P3_7D_FeLim_L	Leaf	FeLim	7 d	Populus trichocarpa	41.58910043	5.141318169	1516.338684	3.21241417	2904.311914	22967.5827	20581.9714	2412.789767	22.02453583	143.6340667	0.005165342	0.150259033	3.102010577	29.84405108	0.002575975	0.001084222	0.381493742	2.03772749	17.27942043	0.005323338		0.743968448	0.794293211	0.301075663	0.026706535	0.03535902	0.043208566	0.97312045	0.03063885	0.030638768	1.392473396	2.222623293	6.761685919	9.83045586	1.889208294	0.82111776	0.821349172	-0.005131254	-0.286066103	0.072114362	0.066983108	0.219517033	0.33087731	0.425483064	41.47604928	24.80179839	29.50639169	9.591487152	55.36752177	34.32835653	19.10235827	260.979657	21.40249851
E1.0_P23_7D_FeLim_L	Leaf	FeLim	7 d	Populus trichocarpa	35.19355243	4.126929637	1482.112471	4.77641334	3063.702434	23479.95542	18134.41814	2596.126961	11.23183353	148.5727647	0.005481793	0.096494461	3.338214119	30.15752611	0.002363569	0.005009136	0.133991575	2.049891032	17.84267563	0.005628364		0.730988605	0.797919724	0.263697502	0.02298924	0.031968821	0.039421594	0.97177758	0.032240226	0.032259974	1.418970029	2.016911904	6.912797472	10.35932678	1.733704658	0.806495527	0.828740093	-0.00187983	-0.109787251	0.069694494	0.067814664	0.174595904	0.3402768	0.384033119	42.69175284	24.82873924	33.67250952	10.55828349	58.01795176	35.12685807	18.91308933	258.5835505	18.78617783
E1.0_P14_7D_FeLim_L	Leaf	FeLim	7 d	Populus trichocarpa	45.29518563	3.833750249	1445.578956	3.267870426	2864.297275	25741.81442	17002.20927	2466.972309	16.33277679	115.2391741	0.00456139	0.130799196	2.864593683	37.68448175	0.001191527	0.003637083	0.208729429	1.913600614	17.9767831	0.004802161		0.77065563	0.807087971	0.336035472	0.027555249	0.037250288	0.046046796	0.973512262	0.031713884	0.031714193	1.412012334	2.503911025	6.789385997	10.07077139	2.046948138	0.882634946	0.825632048	-0.004600479	-0.262463182	0.081230546	0.076630068	0.253670292	0.324081463	0.463178443	43.96688789	24.74588564	27.88599304	8.708134944	56.70276217	34.73760382	19.07620907	283.9421632	25.71377582
E1.0_P12_7D_ZnEx_L	Leaf	ZnEx	7 d	Populus trichocarpa	38.1928063	4.53760275	1454.431998	2.122662138	2365.908649	22960.12113	15319.55574	2148.487489	13.12187496	107.1204965	0.003137472	0.170707625	1.724308417	489.4158916	0.001205366	0.008459939	0.231581964	1.52739041	18.31982356	0.005724606		0.741124277	0.790566958	0.302751435	0.022789951	0.031399878	0.039187251	0.970321227	0.034139766	0.034096111	1.447974485	2.22945389	6.464379234	9.735489957	1.901122571	0.865540341	0.820876137	-0.001703595	-0.101444283	0.06737015	0.065666554	0.195770927	0.306202157	0.428261319	44.13185182	24.56197424	31.33545917	10.0876789	59.16785311	35.27923774	18.91851068	280.5841047	23.32136831
E1.0_P8_7D_ZnEx_L	Leaf	ZnEx	7 d	Populus trichocarpa	35.24307654	6.150701563	1533.475962	2.638076907	2661.070874	27142.69335	18535.158	2377.185486	18.32184823	108.0115083	0.003222033	0.079156499	2.127182467	439.8290263	0.002321237	0.009370196	0.478109505	2.092294199	21.79677738	0.006767792		0.752774367	0.806780649	0.297474908	0.029374345	0.038218396	0.045873347	0.972822377	0.033081414	0.033103389	1.398658986	2.263551238	7.320211232	10.70066844	1.870766583	0.841869173	0.833253706	-0.002938454	-0.176993579	0.070485435	0.067546981	0.200547501	0.340191899	0.423988604	45.34228321	27.11577307	32.15077515	9.977726932	59.68580654	36.98707732	20.58662758	282.1382386	23.25224447
E1.0_P25_7D_ZnEx_L	Leaf	ZnEx	7 d	Populus trichocarpa	34.23466058	3.223867223	1590.728772	3.199289695	2773.75015	24720.70498	16793.96777	2389.473843	14.89691691	109.032548	0.003393996	0.061743928	1.944458323	517.1053002	0.002593602	0.005031013	0.43025479	1.997629937	20.80244146	0.006321766		0.744675416	0.796625514	0.293771254	0.026815838	0.035898206	0.043859553	0.971897346	0.032071568	0.032072676	1.398624967	2.235075816	6.735913608	9.898947467	1.858180452	0.828252216	0.823022311	-0.00224088	-0.132250852	0.071580558	0.069339677	0.194869517	0.327363449	0.417565152	43.94877851	26.01185492	31.79580136	10.03139434	58.61416587	36.23248181	19.97707912	275.0170861	22.25508369
E1.0_P1_7D_ZnLim_L	Leaf	ZnLim	7 d	Populus trichocarpa	48.68529817	5.180634036	1574.408325	2.361166201	2933.030664	27355.72753	19794.79328	2725.294788	24.33196603	112.7224362	0.00755535	0.157316618	2.313735267	13.49464878	0.003126288	0.001793351	0.197325374	2.134282771	20.61241392	0.007006136		0.792569776	0.833148637	0.338137939	0.034993801	0.044446329	0.053451622	0.974491255	0.028843871	0.028829682	1.370610728	2.658887001	8.240512138	12.0107037	2.061630555	0.886888144	0.849210638	-0.00568167	-0.329283849	0.089524084	0.083842415	0.276831982	0.36180665	0.473084041	45.93375547	26.75143782	28.12698776	8.169209731	57.61595217	36.27027872	20.29532938	292.2041205	26.89368472
E1.0_P5_7D_ZnLim_L	Leaf	ZnLim	7 d	Populus trichocarpa	32.40061816	3.458862058	1313.594821	2.030211849	3793.318609	28393.76195	20521.46565	2448.503644	19.84232904	91.0700945	0.006634302	0.235664276	2.68816748	16.98059614	0.001656114	0.002386088	0.29643882	2.096389248	17.4293481	0.005428435		0.813914607	0.846838179	0.361970661	0.032672798	0.04312727	0.05239282	0.972546766	0.033079225	0.033081093	1.41668495	2.865188387	8.664151891	12.93390365	2.183245639	0.957190631	0.859812178	-0.00578661	-0.326329067	0.10653511	0.1007485	0.333518551	0.361722861	0.501153618	45.89975761	24.72280598	25.84074134	7.111462979	55.98982874	34.22686862	18.6318467	295.2558976	28.74802009
E1.0_P19_7D_ZnLim_L	Leaf	ZnLim	7 d	Populus trichocarpa	31.90201061	4.292337918	1567.401243	2.910517546	3099.453736	24990.95874	18099.8247	2677.779474	20.59615747	124.0036858	0.008825378	0.105691545	1.908347997	15.51630788	0.001300107	0.001434256	0.359650337	2.174380441	19.67145484	0.006614263		0.787679669	0.821773893	0.352224352	0.032583627	0.042200488	0.050865141	0.971698127	0.033586249	0.033545739	1.420506574	2.695232656	7.391987912	11.00066156	2.136345279	0.924423583	0.838334568	-0.004274888	-0.245886751	0.087039856	0.082764967	0.279793987	0.327698918	0.485696864	45.30644502	24.71943177	26.94797123	8.087278175	57.13491989	34.63927351	18.85071714	294.3309169	27.79844479
E1.0_P2_14D_Ctrl_L	Leaf	Control	14 d	Populus trichocarpa	27.38338146	4.87360796	1473.56576	3.577170354	3638.551047	27452.71137	19405.77998	2321.059538	26.15148744	106.5108652	0.002547792	0.153527928	2.893124755	25.44614544	0.001766579	0.010929861	0.150996866	1.875841786	17.28130423	0.005828843		0.771435172	0.815152553	0.318461318	0.032722555	0.041976936	0.05028457	0.975116362	0.032049895	0.032084987	1.39727159	2.400759845	7.209777842	10.6715072	1.955553752	0.861277197	0.823057206	-0.003810722	-0.217585866	0.074931358	0.071120636	0.234631674	0.351113949	0.444449084	44.0476622	25.44340276	29.15280461	9.041004897	56.58814417	35.49786427	19.6451558	276.8935138	24.10852822
E1.0_P21_14D_Ctrl_L	Leaf	Control	14 d	Populus trichocarpa	31.53147044	3.403464421	1733.76571	2.421915822	3576.872261	30122.39774	17923.34526	2143.285451	23.22590363	112.4732682	0.002496431	0.069259116	2.231873233	23.66565632	0.002093554	0.004160241	0.177070231	1.50041907	19.98706163	0.005223484		0.790618719	0.83535393	0.325649178	0.035476505	0.045474753	0.054331579	0.974109867	0.031310219	0.031338372	1.393365011	2.505119457	8.048567788	12.14969536	1.984917536	0.884310648	0.849838134	-0.004318327	-0.225575899	0.100141558	0.095823231	0.277442073	0.375099002	0.455532068	41.29945331	23.8632108	26.28513903	7.548896647	51.83948639	32.3097847	18.10081948	257.9509082	23.10922101
E1.0_P27_14D_Ctrl_L	Leaf	Control	14 d	Populus trichocarpa	27.73089009	3.870962428	1763.871662	3.197375221	3878.230707	31770.133	20292.76458	2219.271998	28.35579509	125.9769364	0.002730769	0.096089929	4.354248657	24.42607018	0.003230595	0.005741803	0.320153191	1.580828644	20.27940315	0.005765736		0.750216491	0.796455823	0.304663365	0.03493139	0.043273747	0.050800667	0.975564656	0.030548954	0.030578898	1.377158529	2.289200748	6.622290198	9.571458963	1.898115325	0.816959711	0.801089316	-0.004234841	-0.24569074	0.062857437	0.058622596	0.213823389	0.337894749	0.42637699	43.52495388	26.42505295	30.54411335	10.06571273	57.59774101	36.54560581	20.48535311	273.9731521	22.7731895
E1.0_P26_14D_FeEX_L	Leaf	FeEX	14 d	Populus trichocarpa	30.78416377	4.178474509	1673.669068	2.264116729	3789.009777	29290.86501	23880.59964	2629.562355	34.34802797	126.1517899	0.001479775	0.092046686	1.906868971	21.51211247	0.002378952	0.00876874	0.271414198	2.021116303	23.87335573	0.007070918		0.775325527	0.825208136	0.318052948	0.033129099	0.042643036	0.050761678	0.973395727	0.031938452	0.031950834	1.380514348	2.435535527	8.081769642	11.77117944	1.961129337	0.863127687	0.846459103	-0.004343185	-0.24173792	0.086268302	0.081925117	0.244175619	0.358429219	0.449756883	43.15394409	25.79171574	28.36624065	8.468178613	55.20959923	34.57059804	19.51776099	270.5501256	23.59218494
E1.0_P29_14D_FeEX_L	Leaf	FeEX	14 d	Populus trichocarpa	24.21846356	4.081227727	1627.379898	2.156233276	3781.334881	32504.31547	19715.95004	2257.066462	23.03366756	104.6790337	0.00117501	0.073666785	1.843682523	19.60872035	0.001378769	0.004660001	0.29048884	1.651170535	20.43952223	0.006041811		0.754966696	0.798070925	0.315946616	0.029748546	0.038660249	0.046498644	0.973424733	0.035135121	0.035117549	1.398062693	2.347384975	6.636696346	9.650233407	1.946990548	0.844769131	0.818576475	-0.004255571	-0.253917356	0.069212642	0.064957071	0.219615757	0.32648613	0.438977349	45.04663453	26.75615986	30.58222543	9.834814438	59.043172	36.8766928	20.7015522	286.057054	24.68219063
E1.0_P16_14D_FeEX_L	Leaf	FeEX	14 d	Populus trichocarpa	33.3763891	4.640583697	1540.668473	1.685944512	3039.31253	31152.94172	16267.65306	2445.440738	42.87285987	121.9462825	0.001234799	0.097887819	2.117139125	31.9542414	0.002214864	0.007021836	0.227235621	1.832109953	21.85947992	0.005615194		0.796351788	0.825841656	0.370928734	0.038359582	0.047772384	0.055902144	0.974419847	0.030388497	0.030366993	1.383161185	2.880938614	7.634930181	11.11964476	2.224741471	0.916068248	0.835657859	-0.005833316	-0.328979872	0.084425535	0.078592219	0.308109361	0.333009759	0.502901065	44.91162494	25.57117456	25.35679756	7.731055571	56.00677996	35.23474537	19.58385711	294.5004058	28.76113819
E1.0_P3_14D_FeLim_L	Leaf	FeLim	14 d	Populus trichocarpa	31.2980211	4.856826278	1727.812861	2.052969871	3684.087339	28968.5429	21805.06807	1875.401811	21.02247999	169.9254461	0.007539696	0.203683078	4.04296108	39.47320696	0.001828241	0.00408509	0.313418816	1.312963634	17.11955052	0.005337865		0.647979022	0.745679592	0.192252769	0.01575266	0.023619034	0.030345458	0.970163074	0.038649137	0.038735891	1.445186039	1.534177086	5.893793525	8.914923103	1.475939859	0.678286009	0.802247226	-0.000989443	-0.058224327	0.049445767	0.048456324	0.112664451	0.315407011	0.288493052	38.13067178	24.97930536	39.74963776	13.95974398	58.14464235	35.1050694	19.26037623	214.5579153	8.728997569
E1.0_P23_14D_FeLim_L	Leaf	FeLim	14 d	Populus trichocarpa	33.80976366	5.467204924	1896.405805	2.019968605	4831.792909	39054.83137	28770.76114	2348.660977	7.203082512	364.5197973	0.00997356	0.135947647	4.773513912	35.14904324	0.001490493	0.006294456	0.180120908	1.664208988	23.70698747	0.007189236		0.506442628	0.627152591	0.122693488	0.001253647	0.007831037	0.013499329	0.970510009	0.035538495	0.035642215	1.417400762	1.199909461	4.640562759	6.662722773	1.275204274	0.480467974	0.763617223	-0.000568725	-0.032213916	0.032514861	0.031946136	0.074439115	0.245034323	0.187247962	28.68607696	24.54700515	44.26868805	18.65483833	56.05979031	34.41141987	18.77600377	148.3620533	-4.240018232
E1.0_P14_14D_FeLim_L	Leaf	FeLim	14 d	Populus trichocarpa	31.1841569	3.256264312	1719.98866	2.204587307	4067.99719	34804.92689	20859.53006	2066.991595	8.986183107	162.1648865	0.006747885	0.382318418	4.600403911	27.8551242	0.002142128	0.00398308	0.203772349	1.383896513	19.07962079	0.00542297		0.64463159	0.745401965	0.184486945	0.016413887	0.024387695	0.031628632	0.970199778	0.036213168	0.036343392	1.424122881	1.505000928	6.102722804	9.178347636	1.446259587	0.652716499	0.803782308	-0.001290411	-0.073832337	0.050538093	0.049247683	0.111789794	0.324845273	0.276592113	36.88334254	24.85753224	39.38319486	13.83236804	56.51740169	34.68044487	19.03797169	203.1110477	7.266572037
E1.0_P12_14D_ZnEx_L	Leaf	ZnEx	14 d	Populus trichocarpa	49.84795234	3.40508869	1548.244013	2.570982286	1854.23556	22324.30297	14352.2322	1958.398348	23.44268221	115.6403794	0.004325916	0.144419496	2.134123252	842.2940911	0.003103846	0.005989847	0.183911374	1.286537086	20.10354954	0.006477122		0.761780557	0.792766005	0.359999445	0.033436972	0.041518868	0.048787918	0.972565897	0.033188191	0.033115446	1.418730915	2.684815035	6.226148066	9.233200574	2.172566587	0.901476913	0.808966643	-0.001690015	-0.101778793	0.063068828	0.061378813	0.232866531	0.277959134	0.48491468	45.87716266	26.03753742	27.76879417	9.299310781	59.91320618	36.60064331	20.23577772	307.0326844	29.02328133
E1.0_P8_14D_ZnEx_L	Leaf	ZnEx	14 d	Populus trichocarpa	46.35906687	4.370513765	1727.129293	2.269865354	2147.885868	23569.24472	14226.77534	2420.52967	24.2355837	140.5875486	0.004377485	0.11177878	2.25895262	754.1540151	0.002317323	0.004123891	0.31556176	1.72530331	20.92432208	0.007439936		0.759462132	0.803302703	0.328796435	0.033623963	0.042261481	0.049930236	0.975935572	0.029290843	0.029298884	1.357699574	2.48972129	7.25081046	10.19305856	2.015394443	0.840174945	0.820615537	-0.005415021	-0.306636408	0.069658536	0.064243515	0.241606284	0.325754663	0.457343944	43.00606762	26.93619184	28.08628711	9.150073552	56.18082605	36.35777128	20.82195636	276.5067067	24.57143652
E1.0_P25_14D_ZnEx_L	Leaf	ZnEx	14 d	Populus trichocarpa	41.07404659	2.389002681	1479.181761	2.636521466	1860.283539	19549.10694	12248.94817	1892.434432	13.92324019	98.97673483	0.003268238	0.054216557	2.020944346	640.7281615	0.002356834	0.001884465	0.264863372	1.257934501	18.04948479	0.005517791		0.732672045	0.781336725	0.303096465	0.021335962	0.030589143	0.038341002	0.974546482	0.030712185	0.030727846	1.378817167	2.273914313	6.431908941	9.122498318	1.899462686	0.812693472	0.810696688	-0.003168461	-0.186580921	0.066095498	0.062927037	0.196433259	0.302250255	0.425512526	43.14480089	27.48884469	30.97464736	10.34798922	58.37518472	37.4007245	21.69946838	275.4166521	22.68773482
E1.0_P1_14D_ZnLim_L	Leaf	ZnLim	14 d	Populus trichocarpa	36.7768998	3.087177634	1523.784689	2.784014564	3386.939056	30602.63234	19459.82595	2453.118634	26.04816557	112.6028779	0.010095984	0.109935408	2.060609484	8.866859548	0.003297522	0.006912057	0.157778782	1.967396521	21.01924501	0.00660173		0.796360209	0.836222342	0.34170348	0.042255793	0.05168026	0.060065598	0.974558264	0.031659514	0.031683456	1.377488979	2.657012048	8.39373967	12.21456705	2.07222942	0.894552583	0.845834806	-0.006156918	-0.344159314	0.088658825	0.082501906	0.290934771	0.370454101	0.476209376	44.51492826	26.06984866	26.95377819	7.872639496	55.43559277	35.0906969	19.77385363	282.417826	26.28176535
E1.0_P5_14D_ZnLim_L	Leaf	ZnLim	14 d	Populus trichocarpa	33.04361534	2.380016806	1453.10852	6.026044686	3044.572556	26161.78824	15433.72986	2086.439761	21.03347741	105.3794744	0.008181697	0.134001843	2.316651422	10.27728853	0.002197001	0.002629919	0.169664274	1.589444309	19.12463314	0.005884967		0.771946802	0.815783935	0.319040282	0.031656386	0.04139393	0.050022275	0.974565258	0.033352192	0.033367418	1.396740783	2.426381694	7.404489559	10.8194491	1.966406845	0.867452268	0.834724536	-0.004550278	-0.250262588	0.086512965	0.081962687	0.252364221	0.346593167	0.448079883	42.45661494	25.16542577	27.93547321	8.46983508	54.4828675	34.23073059	19.42028041	267.8377593	23.49213079
E1.0_P19_14D_ZnLim_L	Leaf	ZnLim	14 d	Populus trichocarpa	29.05030076	3.179679127	1864.06228	2.502477314	3741.904721	34817.92485	18818.70765	2618.51675	25.65828989	139.6056155	0.013627753	0.131064692	2.497098408	12.75578312	0.001915167	0.004489959	0.29394883	1.909397183	23.25205356	0.00749399		0.767414594	0.805467002	0.334778524	0.038410341	0.047101684	0.054716389	0.973432103	0.032885847	0.032909362	1.386889108	2.490357585	6.92130479	9.979885296	2.03857303	0.860949181	0.814616684	-0.006023636	-0.347782959	0.068304134	0.062280498	0.252147914	0.332781424	0.46133978	44.30774137	26.36538938	28.28653305	9.172507551	57.23138179	36.04964434	20.29018133	284.712317	25.74632062
E1.0_P11_21D_Ctrl_L	Leaf	Control	21 d	Populus trichocarpa	66.66280415	3.738312681	1514.01305	2.258659562	2686.62862	27309.2663	13999.17553	1934.310839	22.60999337	98.14288211	0.003059434	0.148753503	2.220306796	38.25940234	0.002571786	-0.004446976	0.119127835	1.137605023	14.07845424	0.004543923		0.803374826	0.837517978	0.356844393	0.032355533	0.042707068	0.05130762	0.974620898	0.030307778	0.030325754	1.400616523	2.823669857	8.056988999	12.02408684	2.145831936	0.930924936	0.853124267	-0.0034826	-0.19073993	0.108198893	0.104716293	0.305152956	0.348954651	0.490513459	44.00036173	25.00783571	25.52368463	7.191264735	54.40034609	33.74541304	18.99295398	283.5639147	27.19298683
E1.0_P17_21D_Ctrl_L	Leaf	Control	21 d	Populus trichocarpa	51.2571273	3.331547377	1515.670063	12.15714269	2695.709943	28893.87869	14483.84038	2051.298327	26.96544913	100.2994396	0.002655546	0.081386809	2.256615461	30.7032533	0.024773529	0.002339146	0.144528484	1.245534753	14.75542791	0.004591529		0.800854274	0.835513243	0.350177947	0.038700073	0.048361642	0.056467761	0.973367475	0.029935752	0.029974647	1.383291074	2.783176845	8.053699924	11.93850374	2.111183334	0.910887671	0.851774996	-0.004096293	-0.218016862	0.108570126	0.104473833	0.306193333	0.356410122	0.482918195	42.62383921	24.97187159	25.17154516	7.123455427	52.75432979	33.12219849	18.94869206	272.1748592	25.86768418
E1.0_P13_21D_Ctrl_L	Leaf	Control	21 d	Populus trichocarpa	47.08147582	3.082501417	1406.170972	2.138110912	2850.197693	29332.7462	14017.6235	1770.525732	21.74927907	96.33117242	0.002950728	0.074737013	1.785261614	24.37498348	0.001331623	0.004989947	0.153241132	0.990976181	14.50441666	0.004896567		0.78720031	0.819902213	0.34622541	0.034424364	0.044125137	0.052680106	0.971938286	0.032686841	0.032742291	1.40204261	2.696177791	7.167011688	10.63932676	2.092644906	0.904889601	0.836003759	-0.003262303	-0.182100366	0.093313207	0.090050904	0.277211447	0.332802971	0.474820305	43.94119009	25.42816686	26.63895717	7.894332203	55.29289383	34.42551569	19.50846475	282.687729	26.59407117
E1.0_P6_21D_FeEX_L	Leaf	FeEX	21 d	Populus trichocarpa	34.9244752	3.391811902	1289.719023	1.584375965	2626.391269	26331.00608	15621.36964	1988.488186	86.6607209	88.79217375	0.002034079	0.104171959	2.345149297	31.50699039	0.00148842	-0.003775741	0.102335914	1.436747622	19.02405795	0.005444877		0.767547352	0.795651519	0.351200844	0.026502539	0.034875178	0.042351346	0.973055648	0.029798907	0.02978587	1.379634271	2.808996735	6.345554928	9.163598138	2.130786419	0.884280898	0.807686839	-0.001403373	-0.078268515	0.073149472	0.071746099	0.26675487	0.279798594	0.476321619	42.80743249	25.5867362	26.19369324	8.452306465	55.41826082	34.86614975	19.92768998	283.3841976	26.77892625
E1.0_P10_21D_FeEX_L	Leaf	FeEX	21 d	Populus trichocarpa	40.18095895	3.730126333	1627.999572	1.798460319	2741.560424	32945.37506	13970.69522	1740.571538	65.03118028	91.38985553	0.001940189	0.127458591	1.173766152	19.80507362	0.002051943	-0.000450239	0.16338888	0.939713553	12.7106618	0.004092128		0.826373727	0.847044871	0.399662913	0.036389791	0.045921149	0.054503345	0.973044914	0.030686199	0.030675267	1.406458573	3.405510415	8.10145837	12.2224318	2.398505577	0.990548865	0.851420297	-0.000563445	-0.031070435	0.112201402	0.111637957	0.369080019	0.324291095	0.536165369	45.56927799	24.72186512	23.06286895	6.338411939	54.886705	33.8190003	18.80988289	302.4104084	31.28022272
E1.0_P31_21D_FeEX_L	Leaf	FeEX	21 d	Populus trichocarpa	138.9284701	-10.33228691	138.5118594	122.0436463	69.49328917	-2593669.804	6078.86067	-588.399044	29.09189737	27.20193787	0.002488692	-1.49201004	0.152403155	-10.57711706	0.740812897	-1.026870927	0.411490533	0.17233733	19.38481113	0.53438931		0.77656009	0.810551512	0.347848959	0.03705399	0.045597953	0.053684013	0.973631345	0.026974828	0.027004818	1.338956825	2.759107532	7.19819362	10.15100651	2.099976488	0.857406647	0.825147117	-0.004815078	-0.26832473	0.080024739	0.075209661	0.275374068	0.322520093	0.474579581	43.27453749	27.36867286	26.54480818	8.295417629	55.35606993	35.87774896	20.9412695	281.3432288	26.40633896
E1.0_P22_21D_FeLim_L	Leaf	FeLim	21 d	Populus trichocarpa	54.04211104	17.27881229	1779.153306	3.330271138	4556.807652	35896.27888	26646.19322	2358.008534	18.14149382	365.0514184	0.010255132	0.085346939	5.933032995	42.71654966	0.004166352	0.006390931	0.260259097	1.567974167	23.19696869	0.007489771		0.357650968	0.484399372	0.066857073	-0.008444912	-0.003483396	0.000892431	0.969354293	0.031070776	0.031168149	1.395109981	1.000453386	3.440040109	4.735901404	1.137475125	0.306473164	0.713659791	0.000129438	0.007248096	0.019921494	0.020050932	0.052937183	0.17136512	0.099983948	20.02720585	24.82638941	49.12823747	24.59078116	55.53062301	34.36309832	19.02720442	87.22152701	-16.2576233
