species	base	subsystem	raw_c	raw_f	rel_c	rel_f
Sorghum	rxn05105	Methionine_and_cysteine_metabolism	137.3867	158.457	0.0002	0.0002
Sorghum	rxn05106	Methionine_and_cysteine_metabolism	137.3867	158.457	0.0002	0.0002
Sorghum	rxn05287	Plastoquinone_biosynthesis	113.385	119.8669	0.0001	0.0002
Sorghum	rxn05324	Fatty_acid_biosynthesis_(plastidial)	2.4078	3.1939	0.0	0.0
Sorghum	rxn05325	Fatty_acid_biosynthesis_(plastidial)	2.4078	3.1939	0.0	0.0
Sorghum	rxn05326	Fatty_acid_biosynthesis_(plastidial)	2.4078	3.1939	0.0	0.0
Sorghum	rxn05330	Fatty_acid_biosynthesis_(plastidial)	0.6024	0.4672	0.0	0.0
Sorghum	rxn05331	Fatty_acid_biosynthesis_(plastidial)	0.6024	0.4672	0.0	0.0
Sorghum	rxn05335	Fatty_acid_biosynthesis_(plastidial)	0.6024	0.4672	0.0	0.0
Sorghum	rxn05337	Fatty_acid_biosynthesis_(plastidial)	4.3094	3.5383	0.0	0.0
Sorghum	rxn05338	Fatty_acid_biosynthesis_(plastidial)	4.3094	3.5383	0.0	0.0
Sorghum	rxn05340	Fatty_acid_biosynthesis_(plastidial)	4.3094	3.5383	0.0	0.0
Sorghum	rxn05342	Fatty_acid_biosynthesis_(plastidial)	4.3094	3.5383	0.0	0.0
Sorghum	rxn05343	Fatty_acid_biosynthesis_(plastidial)	8.6422	10.3773	0.0	0.0
Sorghum	rxn05345	Fatty_acid_biosynthesis_(plastidial)	8.6422	10.3773	0.0	0.0
Sorghum	rxn05346	Fatty_acid_biosynthesis_(plastidial)	8.6422	10.3773	0.0	0.0
Sorghum	rxn05348	Fatty_acid_biosynthesis_(plastidial)	8.6422	10.3773	0.0	0.0
Sorghum	rxn05350	Fatty_acid_biosynthesis_(plastidial)	8.6422	10.3773	0.0	0.0
Sorghum	rxn05465	Fatty_acid_biosynthesis_(plastidial)	19.8527	16.9128	0.0	0.0
Sorghum	rxn05736	Fatty_acid_biosynthesis_(plastidial)	7.8904	12.2653	0.0	0.0
Sorghum	rxn07441	Lysine_and_threonine_metabolism	55.9256	62.6142	0.0001	0.0001
Sorghum	rxn07447	Terpenoid metabolism	33.2857	46.6556	0.0	0.0001
Sorghum	rxn07579	Fatty_acid_biosynthesis_(plastidial)	2.4078	3.1939	0.0	0.0
Sorghum	rxn08043	Acetyl-CoA_biosynthesis	22.0707	25.388	0.0	0.0
Sorghum	rxn08173	F0F1-type_ATP_synthase_(plastidial)	3515.7342	2669.057	0.0036	0.0035
Sorghum	rxn08352	Isoprenoid_biosynthesis,_nonmevalonate_branch	28.4998	29.6438	0.0	0.0
Sorghum	rxn08392	Fatty_acid_biosynthesis_(plastidial)	2.4078	3.1939	0.0	0.0
Sorghum	rxn08436	Fatty_acid_biosynthesis_(plastidial)	38.0243	35.8811	0.0	0.0001
Sorghum	rxn08756	Isoprenoid_biosynthesis,_nonmevalonate_branch	28.4998	29.6438	0.0	0.0
Sorghum	rxn08764	Branched-chain_amino_acid_metabolism	251.2944	315.0822	0.0003	0.0005
Sorghum	rxn08766	Fatty_acid_biosynthesis_(plastidial)	25.5185	30.956	0.0	0.0
Sorghum	rxn09444	Fatty_acid_biosynthesis_(plastidial)	7.8904	12.2653	0.0	0.0
Sorghum	rxn09449	Fatty_acid_biosynthesis_(plastidial)	7.8904	12.2653	0.0	0.0
Sorghum	rxn09453	Fatty_acid_biosynthesis_(plastidial)	7.8904	12.2653	0.0	0.0
Sorghum	rxn11040	Pentose_phosphate_pathway	41.2026	47.1032	0.0001	0.0001
Sorghum	rxn11700	Fatty_acid_biosynthesis_(plastidial)	38.0243	35.8811	0.0	0.0001
Sorghum	rxn12008	Plastoquinone_biosynthesis	113.385	119.8669	0.0001	0.0002
Sorghum	rxn12282	Fatty_acid_biosynthesis_(plastidial)	7.8904	12.2653	0.0	0.0
Sorghum	rxn13360	Cofactor_transport	23.9173	36.9772	0.0	0.0001
Sorghum	rxn13361	Cofactor_transport	23.9173	36.9772	0.0	0.0001
Sorghum	rxn14012	Plastoquinone_biosynthesis	113.385	119.8669	0.0001	0.0002
Sorghum	rxn14085	Plastoquinone_biosynthesis	97.1314	121.8707	0.0001	0.0002
Sorghum	rxn14094	Chlorophyll_Biosynthesis	397.108	265.0476	0.0004	0.0003
Sorghum	rxn14142	Chlorophyll_Biosynthesis	397.108	265.0476	0.0004	0.0003
Sorghum	rxn14261	Chlorophyll_Biosynthesis	397.108	265.0476	0.0004	0.0003
Sorghum	rxn15021	Acetyl-CoA_biosynthesis	22.0707	25.388	0.0	0.0
Sorghum	rxn15022	Glutamine,_glutamate,_aspartate,_asparagine_metabolism	228.3006	226.9209	0.0003	0.0003
Sorghum	rxn15069	Sucrose_metabolism	76.8953	82.9006	0.0001	0.0001
Sorghum	rxn15116	Calvin-Benson-Bassham_cycle	10861.3957	9104.6667	0.0121	0.0122
Sorghum	rxn15166	Methionine_and_cysteine_metabolism	25.3251	17.7033	0.0	0.0
Sorghum	rxn15250	Glycolysis_and_Gluconeogenesis	6.7928	14.4946	0.0	0.0
Sorghum	rxn15271	Calvin-Benson-Bassham_cycle	650.4393	807.5794	0.0007	0.0011
Sorghum	rxn15280	Glutamine,_glutamate,_aspartate,_asparagine_metabolism	95.178	65.2301	0.0001	0.0001
Sorghum	rxn15298	Glycolysis_and_Gluconeogenesis	38.1623	47.6333	0.0	0.0001
Sorghum	rxn15364	GDP-sugars_biosynthesis_and_interconversions	196.656	159.502	0.0002	0.0002
Sorghum	rxn15435	D-mannitol_and_D-mannose_degradation	105.5872	86.1791	0.0001	0.0001
Sorghum	rxn15493	Glycolysis_and_Gluconeogenesis	32.4417	23.0208	0.0	0.0
Sorghum	rxn15494	Calvin-Benson-Bassham_cycle	1165.2312	972.8293	0.0013	0.0012
Sorghum	rxn17196	Reductants	6397.0556	5880.527	0.0069	0.0081
Sorghum	rxn17469	Fatty_acid_biosynthesis_(plastidial)	8.6422	10.3773	0.0	0.0
Sorghum	rxn17803	Fatty_acid_biosynthesis_(plastidial)	71.9746	90.583	0.0001	0.0001
Sorghum	rxn18935	Fatty_acid_biosynthesis_(plastidial)	0.6024	0.4672	0.0	0.0
Sorghum	rxn18936	Fatty_acid_biosynthesis_(plastidial)	0.6024	0.4672	0.0	0.0
Sorghum	rxn18937	Fatty_acid_biosynthesis_(plastidial)	0.6024	0.4672	0.0	0.0
Sorghum	rxn19027	Branched-chain_amino_acid_metabolism	251.2944	315.0822	0.0003	0.0005
Sorghum	rxn19246	Fatty_acid_biosynthesis_(plastidial)	7.8904	12.2653	0.0	0.0
Sorghum	rxn19343	Methionine_and_cysteine_metabolism	80.6092	88.4372	0.0001	0.0001
Sorghum	rxn19345	Methionine_and_cysteine_metabolism	267.3493	375.7017	0.0003	0.0006
Sorghum	rxn19544	Branched-chain_amino_acid_metabolism	2.8389	3.4848	0.0	0.0
Sorghum	rxn19686	Fatty_acid_biosynthesis_(plastidial)	0.6024	0.4672	0.0	0.0
Sorghum	rxn19701	Nitrate_reduction	606.299	291.2279	0.0007	0.0004
Sorghum	rxn19828	Glutamine,_glutamate,_aspartate,_asparagine_metabolism	988.8564	989.1518	0.0011	0.0014
Sorghum	rxn19846	Core_tetrapyrrole_biosynthesis	2782.4459	1264.4512	0.0029	0.0013
Sorghum	rxn20583	GDP-sugars_biosynthesis_and_interconversions	620.8516	501.6126	0.0007	0.0006
Sorghum	rxn20595	Cytochrome_b6-f_complex_(plastidial)	3683.2389	2030.4367	0.0038	0.0023
Sorghum	rxn20617	Proline_metabolism	50.4629	103.5319	0.0001	0.0002
Sorghum	rxn20632	Photosystem_II	2131.7031	1659.421	0.0022	0.0022
Sorghum	rxn20643	Thiamin_biosynthesis	2.6006	2.2284	0.0	0.0
Sorghum	rxn23805	Plastoquinone_biosynthesis	778.5838	666.2923	0.0009	0.0009
Sorghum	rxn24310	Phylloquinone_biosynthesis	49.3991	50.6328	0.0001	0.0001
Sorghum	rxn24312	Phylloquinone_biosynthesis	6.4187	8.2003	0.0	0.0
Sorghum	rxn24330	Phylloquinone_biosynthesis	110.832	78.4736	0.0001	0.0001
Sorghum	rxn24357	Chlorophyll_Biosynthesis	55.9461	81.5952	0.0001	0.0001
Sorghum	rxn24358	Chlorophyll_Biosynthesis	397.108	265.0476	0.0004	0.0003
Sorghum	rxn24360	Chlorophyll_Biosynthesis	397.108	265.0476	0.0004	0.0003
Sorghum	rxn24362	Chlorophyll_Biosynthesis	397.108	265.0476	0.0004	0.0003
Sorghum	rxn24508	Fatty_acid_biosynthesis_(plastidial)	1012.0148	1020.0114	0.0011	0.0015
Sorghum	rxn25637	Fatty_acid_biosynthesis_(plastidial)	4.3094	3.5383	0.0	0.0
Sorghum	rxn25641	Fatty_acid_biosynthesis_(plastidial)	4.3094	3.5383	0.0	0.0
Sorghum	rxn25647	Fatty_acid_biosynthesis_(plastidial)	8.6422	10.3773	0.0	0.0
Sorghum	rxn25649	Fatty_acid_biosynthesis_(plastidial)	4.3094	3.5383	0.0	0.0
Sorghum	rxn25660	Fatty_acid_biosynthesis_(plastidial)	71.9746	90.583	0.0001	0.0001
Sorghum	rxn25661	Fatty_acid_biosynthesis_(plastidial)	4.3094	3.5383	0.0	0.0
Sorghum	rxn25662	Fatty_acid_biosynthesis_(plastidial)	0.6024	0.4672	0.0	0.0
Sorghum	rxn25716	Fatty_acid_biosynthesis_(plastidial)	1579.3129	1334.6522	0.0018	0.0018
Sorghum	rxn25718	Fatty_acid_biosynthesis_(plastidial)	4.3094	3.5383	0.0	0.0
Sorghum	rxn25719	Fatty_acid_biosynthesis_(plastidial)	0.6024	0.4672	0.0	0.0
Sorghum	rxn25743	Fatty_acid_biosynthesis_(plastidial)	2.4078	3.1939	0.0	0.0
Sorghum	rxn25747	Fatty_acid_biosynthesis_(plastidial)	2.4078	3.1939	0.0	0.0
Sorghum	rxn25750	Fatty_acid_biosynthesis_(plastidial)	2.4078	3.1939	0.0	0.0
Sorghum	rxn25762	Fatty_acid_biosynthesis_(plastidial)	7.8904	12.2653	0.0	0.0
Sorghum	rxn26037	Alanine,_serine,_glycine_metabolism	86.4938	105.9895	0.0001	0.0002
Sorghum	rxn26477	Isoprenoid_biosynthesis,_nonmevalonate_branch	235.4692	165.3204	0.0003	0.0002
Sorghum	rxn26498	Chlorophyll_Biosynthesis	3375.5494	1911.3302	0.0034	0.0021
Sorghum	rxn26528	Chlorophyll_Biosynthesis	43.5038	44.4225	0.0	0.0001
Sorghum	rxn26754	Photosystem_I	217.9182	136.7045	0.0002	0.0002
Sorghum	rxn27029	Thiamin_biosynthesis	269.7376	247.9931	0.0003	0.0003
Sorghum	rxn27030	Thiamin_biosynthesis	269.7376	247.9931	0.0003	0.0003
Sorghum	rxn27266	Sulfur_metabolism	361.6107	196.7269	0.0004	0.0002
Sorghum	rxn27318	Reductants	103.0543	111.0779	0.0001	0.0002
Sorghum	rxn29785	Cofactor_transport	23.9173	36.9772	0.0	0.0001
Sorghum	rxn29919	Pentose_phosphate_pathway	168.7963	253.7898	0.0002	0.0004
Sorghum	rxn33186	Cofactor_transport	23.9173	36.9772	0.0	0.0001
Sorghum	rxn37018	Pentose_phosphate_pathway	18.8506	25.1764	0.0	0.0
Sorghum	rxn37324	Fatty_acid_biosynthesis_(plastidial)	7.8904	12.2653	0.0	0.0
Sorghum	rxn37651	Fatty_acid_biosynthesis_(plastidial)	2.4078	3.1939	0.0	0.0
Sorghum	rxn44318	Phylloquinone_biosynthesis	49.3991	50.6328	0.0001	0.0001
Poplar	rxn00001	UDP-glucose_and_UDP-galactose_biosynthesis	403.2846	412.6874	0.0007	0.0009
Poplar	rxn00018	Calvin-Benson-Bassham_cycle	23545.1426	21977.0977	0.0436	0.0469
Poplar	rxn00029	Core_tetrapyrrole_biosynthesis	191.6982	178.8576	0.0004	0.0004
Poplar	rxn00048	Riboflavin,_FMN_and_FAD_biosynthesis	63.1022	58.075	0.0001	0.0001
Poplar	rxn00060	Core_tetrapyrrole_biosynthesis	219.1255	186.7822	0.0004	0.0004
Poplar	rxn00069	Glutamine,_glutamate,_aspartate,_asparagine_metabolism	171.8207	138.0372	0.0003	0.0003
Poplar	rxn00076	Niacin,_NAD_and_NADP_biosynthesis	68.2432	67.7778	0.0001	0.0001
Poplar	rxn00077	Niacin,_NAD_and_NADP_biosynthesis	136.9416	131.7648	0.0003	0.0003
Poplar	rxn00086	Reductants	213.9755	210.9368	0.0004	0.0005
Poplar	rxn00097	Purine_de_novo_biosynthesis	112.3095	89.1635	0.0002	0.0002
Poplar	rxn00102	Pyrimidine_de_novo_biosynthesis	15403.3243	12378.4799	0.0285	0.0264
Poplar	rxn00117	Purine_de_novo_biosynthesis	13.4387	11.7209	0.0	0.0
Poplar	rxn00121	Riboflavin,_FMN_and_FAD_biosynthesis	36.6096	35.8106	0.0001	0.0001
Poplar	rxn00122	Riboflavin,_FMN_and_FAD_biosynthesis	12.6288	12.8879	0.0	0.0
Poplar	rxn00124	Pyridoxine_(vitamin_B6)_biosynthesis	7.6364	7.1766	0.0	0.0
Poplar	rxn00148	Glycolysis_and_Gluconeogenesis	331.384	330.2011	0.0006	0.0007
Poplar	rxn00151	Glutamine,_glutamate,_aspartate,_asparagine_metabolism	288.1995	252.909	0.0005	0.0005
Poplar	rxn00154	Acetyl-CoA_biosynthesis	69.4238	74.1479	0.0001	0.0002
Poplar	rxn00161	Glycolysis_and_Gluconeogenesis	142.2311	134.3669	0.0003	0.0003
Poplar	rxn00175	Acetyl-CoA_biosynthesis	286.8978	272.1289	0.0005	0.0006
Poplar	rxn00187	Glutamine,_glutamate,_aspartate,_asparagine_metabolism	2693.1945	2801.9894	0.005	0.0061
Poplar	rxn00191	Alanine,_serine,_glycine_metabolism	702.3267	626.1345	0.0013	0.0014
Poplar	rxn00192	Arginine_metabolism_and_urea_cycle	119.1142	119.2389	0.0002	0.0003
Poplar	rxn00208	Niacin,_NAD_and_NADP_biosynthesis	18.2921	18.9548	0.0	0.0
Poplar	rxn00209	Niacin,_NAD_and_NADP_biosynthesis	18.2921	18.9548	0.0	0.0
Poplar	rxn00211	Galactose_degradation	173.4448	181.7704	0.0003	0.0004
Poplar	rxn00224	Heme_and_Siroheme_biosynthesis	474.5835	439.8948	0.0009	0.001
Poplar	rxn00237	Purine_de_novo_biosynthesis	13.4387	11.7209	0.0	0.0
Poplar	rxn00248	Glycolysis_and_Gluconeogenesis	194.9472	176.3061	0.0004	0.0004
Poplar	rxn00249	Calvin-Benson-Bassham_cycle	550.6157	547.4932	0.001	0.0012
Poplar	rxn00257	Acetyl-CoA_biosynthesis	139.003	148.0372	0.0003	0.0003
Poplar	rxn00260	Glutamine,_glutamate,_aspartate,_asparagine_metabolism	72.9248	85.524	0.0001	0.0002
Poplar	rxn00272	Alanine,_serine,_glycine_metabolism	1990.1874	1631.5259	0.0037	0.0035
Poplar	rxn00275	Alanine,_serine,_glycine_metabolism	2667.7672	2218.9126	0.0049	0.0048
Poplar	rxn00300	Riboflavin,_FMN_and_FAD_biosynthesis	99.8023	100.9672	0.0002	0.0002
Poplar	rxn00313	Lysine_and_threonine_metabolism	87.774	97.9984	0.0002	0.0002
Poplar	rxn00330	TCA_cycle	0.0	0.0	0.0	0.0
Poplar	rxn00333	Photorespiration_(oxidative_C2_cycle)	4158.288	3345.9727	0.0077	0.0072
Poplar	rxn00337	Lysine_and_threonine_metabolism	67.8269	71.2956	0.0001	0.0002
Poplar	rxn00338	Niacin,_NAD_and_NADP_biosynthesis	47.4034	40.7053	0.0001	0.0001
Poplar	rxn00361	Sulfur_metabolism	156.3637	164.6237	0.0003	0.0004
Poplar	rxn00379	Sulfur_metabolism	391.7148	403.0959	0.0007	0.0009
Poplar	rxn00391	Riboflavin,_FMN_and_FAD_biosynthesis	10.8083	12.4389	0.0	0.0
Poplar	rxn00394	Arginine_metabolism_and_urea_cycle	52.1155	48.4892	0.0001	0.0001
Poplar	rxn00409	Purine_de_novo_biosynthesis	13.4387	11.7209	0.0	0.0
Poplar	rxn00414	Arginine_metabolism_and_urea_cycle	77.9074	78.6677	0.0001	0.0002
Poplar	rxn00416	Glutamine,_glutamate,_aspartate,_asparagine_metabolism	96.0968	90.6313	0.0002	0.0002
Poplar	rxn00420	Alanine,_serine,_glycine_metabolism	51.5185	52.0153	0.0001	0.0001
Poplar	rxn00459	Glycolysis_and_Gluconeogenesis	15.8241	18.3241	0.0	0.0
Poplar	rxn00474	Tryptophan_metabolism	19.9205	20.3083	0.0	0.0
Poplar	rxn00490	Tyrosine_and_phenylalanine_metabolism	314.1025	289.48	0.0006	0.0006
Poplar	rxn00493	Glutamine,_glutamate,_aspartate,_asparagine_metabolism	72.9248	85.524	0.0001	0.0002
Poplar	rxn00495	Lignin_biosynthesis	2688.2293	2494.5513	0.005	0.0056
Poplar	rxn00499	Acetyl-CoA_biosynthesis	7.3204	8.3985	0.0	0.0
Poplar	rxn00506	Acetyl-CoA_biosynthesis	130.6227	119.4441	0.0002	0.0003
Poplar	rxn00526	Tyrosine_and_phenylalanine_metabolism	23.2544	19.5414	0.0	0.0
Poplar	rxn00527	Glutamine,_glutamate,_aspartate,_asparagine_metabolism	246.1346	262.4816	0.0005	0.0006
Poplar	rxn00533	Fatty_acid_biosynthesis_(plastidial)	107.746	108.4291	0.0002	0.0002
Poplar	rxn00611	CDP-diacylglycerol_biosynthesis	25.8907	25.6097	0.0	0.0001
Poplar	rxn00646	Glutathionine_biosynthesis	60.5752	63.2292	0.0001	0.0001
Poplar	rxn00689	Folate_biosynthesis	368.5497	361.2325	0.0007	0.0008
Poplar	rxn00692	Alanine,_serine,_glycine_metabolism	1949.2852	1702.9772	0.0036	0.0037
Poplar	rxn00710	Pyrimidine_de_novo_biosynthesis	34.7415	35.9035	0.0001	0.0001
Poplar	rxn00711	Pyrimidine_de_novo_biosynthesis	111.3132	105.1557	0.0002	0.0002
Poplar	rxn00720	Beta_alanine_biosynthesis	16.3212	18.934	0.0	0.0
Poplar	rxn00727	Tryptophan_metabolism	17.7096	17.3366	0.0	0.0
Poplar	rxn00737	Branched-chain_amino_acid_metabolism	44.3872	46.0885	0.0001	0.0001
Poplar	rxn00747	Calvin-Benson-Bassham_cycle	617.1241	555.3025	0.0011	0.0012
Poplar	rxn00770	Pentose_phosphate_pathway	55.7785	50.2842	0.0001	0.0001
Poplar	rxn00777	Calvin-Benson-Bassham_cycle	1211.4704	999.4188	0.0023	0.0021
Poplar	rxn00781	Glycolysis_and_Gluconeogenesis	5570.9601	4896.722	0.0103	0.0105
Poplar	rxn00782	Calvin-Benson-Bassham_cycle	5544.1512	4871.3784	0.0102	0.0105
Poplar	rxn00789	Histidine_Biosynthesis	108.8318	111.1229	0.0002	0.0002
Poplar	rxn00790	Purine_de_novo_biosynthesis	98.8914	92.6213	0.0002	0.0002
Poplar	rxn00791	Tryptophan_metabolism	32.5803	33.6748	0.0001	0.0001
Poplar	rxn00799	TCA_cycle	30.0655	36.9921	0.0001	0.0001
Poplar	rxn00800	Purine_de_novo_biosynthesis	20.1153	16.9318	0.0	0.0
Poplar	rxn00802	Arginine_metabolism_and_urea_cycle	28.8963	30.0416	0.0001	0.0001
Poplar	rxn00806	Branched-chain_amino_acid_metabolism	23.5624	23.8788	0.0	0.0001
Poplar	rxn00830	Geranylgeranyldiphosphate_biosynthesis	150.1008	136.2005	0.0003	0.0003
Poplar	rxn00832	Purine_de_novo_biosynthesis	25.104	23.5308	0.0	0.0001
Poplar	rxn00838	Histidine_Biosynthesis	60.9599	60.631	0.0001	0.0001
Poplar	rxn00839	Purine_de_novo_biosynthesis	13.4387	11.7209	0.0	0.0
Poplar	rxn00863	Histidine_Biosynthesis	27.4997	26.4169	0.0001	0.0001
Poplar	rxn00902	Branched-chain_amino_acid_metabolism	109.6904	100.2844	0.0002	0.0002
Poplar	rxn00903	Branched-chain_amino_acid_metabolism	23.5624	23.8788	0.0	0.0001
Poplar	rxn00907	Folate-mediated_one-carbon_metabolism	8.5744	9.0646	0.0	0.0
Poplar	rxn00931	Proline_metabolism	20.1307	19.3196	0.0	0.0
Poplar	rxn00947	Fatty_acid_biosynthesis_(plastidial)	15.4601	14.4852	0.0	0.0
Poplar	rxn00974	Glutamine,_glutamate,_aspartate,_asparagine_metabolism	89.5218	67.4146	0.0002	0.0001
Poplar	rxn00980	Photorespiration_(oxidative_C2_cycle)	1655.119	1437.8965	0.0031	0.0031
Poplar	rxn01000	Tyrosine_and_phenylalanine_metabolism	16.2912	16.6812	0.0	0.0
Poplar	rxn01007	UDP-D-glucuronate,_UDP-D-xylose_and_UDP-D-apiose_biosynthesis	331.6461	318.9611	0.0006	0.0007
Poplar	rxn01011	Photorespiration_(oxidative_C2_cycle)	1632.4057	1849.6362	0.003	0.0041
Poplar	rxn01018	Pyrimidine_de_novo_biosynthesis	62.4076	52.015	0.0001	0.0001
Poplar	rxn01019	Arginine_metabolism_and_urea_cycle	46.2118	42.9291	0.0001	0.0001
Poplar	rxn01069	Lysine_and_threonine_metabolism	99.0438	92.2201	0.0002	0.0002
Poplar	rxn01100	Calvin-Benson-Bassham_cycle	4352.3883	3748.4632	0.008	0.0081
Poplar	rxn01101	Alanine,_serine,_glycine_metabolism	99.3883	105.4759	0.0002	0.0002
Poplar	rxn01102	Photorespiration_(oxidative_C2_cycle)	300.5892	273.3687	0.0006	0.0006
Poplar	rxn01106	Glycolysis_and_Gluconeogenesis	58.1784	60.4035	0.0001	0.0001
Poplar	rxn01111	Calvin-Benson-Bassham_cycle	3264.1322	2940.3975	0.006	0.0063
Poplar	rxn01116	Calvin-Benson-Bassham_cycle	1341.3427	1208.2975	0.0025	0.0026
Poplar	rxn01200	Calvin-Benson-Bassham_cycle	1785.7469	1708.47	0.0033	0.0037
Poplar	rxn01211	Folate-mediated_one-carbon_metabolism	8.5744	9.0646	0.0	0.0
Poplar	rxn01213	Geranylgeranyldiphosphate_biosynthesis	5.8663	5.6814	0.0	0.0
Poplar	rxn01249	Pyridoxine_(vitamin_B6)_biosynthesis	51.1798	50.1729	0.0001	0.0001
Poplar	rxn01255	Chorismate_biosynthesis	231.5233	218.7074	0.0004	0.0005
Poplar	rxn01256	Tyrosine_and_phenylalanine_metabolism	143.2475	145.7203	0.0003	0.0003
Poplar	rxn01257	Folate_biosynthesis	50.512	41.7872	0.0001	0.0001
Poplar	rxn01258	Phylloquinone_biosynthesis	57.3736	57.2491	0.0001	0.0001
Poplar	rxn01300	Lysine_and_threonine_metabolism	27.4096	23.689	0.0001	0.0001
Poplar	rxn01301	Lysine_and_threonine_metabolism	25.3439	27.4648	0.0	0.0001
Poplar	rxn01302	Lysine_and_threonine_metabolism	25.3439	27.4648	0.0	0.0001
Poplar	rxn01332	Chorismate_biosynthesis	1117.0435	1004.1301	0.0021	0.0022
Poplar	rxn01334	Calvin-Benson-Bassham_cycle	7010.4941	5898.2579	0.0129	0.0128
Poplar	rxn01345	Calvin-Benson-Bassham_cycle	1998.654	1760.4135	0.0037	0.0038
Poplar	rxn01353	Purine_de_novo_biosynthesis	13.4387	11.7209	0.0	0.0
Poplar	rxn01362	Pyrimidine_de_novo_biosynthesis	34.7415	35.9035	0.0001	0.0001
Poplar	rxn01396	Pyridoxine_(vitamin_B6)_biosynthesis	7.6364	7.1766	0.0	0.0
Poplar	rxn01434	Arginine_metabolism_and_urea_cycle	74.0385	74.3108	0.0001	0.0002
Poplar	rxn01465	Pyrimidine_de_novo_biosynthesis	5.0429	5.55	0.0	0.0
Poplar	rxn01476	Pentose_phosphate_pathway	90.181	94.7736	0.0002	0.0002
Poplar	rxn01486	Geranylgeranyldiphosphate_biosynthesis	313.2785	303.417	0.0006	0.0007
Poplar	rxn01512	Purine_de_novo_biosynthesis	13.4387	11.7209	0.0	0.0
Poplar	rxn01575	Branched-chain_amino_acid_metabolism	23.5624	23.8788	0.0	0.0001
Poplar	rxn01629	Core_tetrapyrrole_biosynthesis	279.9487	276.2052	0.0005	0.0006
Poplar	rxn01636	Arginine_metabolism_and_urea_cycle	8.6706	12.7428	0.0	0.0
Poplar	rxn01637	Arginine_metabolism_and_urea_cycle	24.8309	26.4545	0.0	0.0001
Poplar	rxn01643	Lysine_and_threonine_metabolism	38.9913	33.1041	0.0001	0.0001
Poplar	rxn01644	Lysine_and_threonine_metabolism	104.0196	102.4007	0.0002	0.0002
Poplar	rxn01652	Alanine,_serine,_glycine_metabolism	1949.2852	1702.9772	0.0036	0.0037
Poplar	rxn01673	Purine_de_novo_biosynthesis	13.4387	11.7209	0.0	0.0
Poplar	rxn01678	Purine_de_novo_biosynthesis	13.4387	11.7209	0.0	0.0
Poplar	rxn01682	Tryptophan_metabolism	19.9205	20.3083	0.0	0.0
Poplar	rxn01739	Chorismate_biosynthesis	91.9193	101.5673	0.0002	0.0002
Poplar	rxn01740	Chorismate_biosynthesis	74.4956	77.3238	0.0001	0.0002
Poplar	rxn01807	Pyridoxine_(vitamin_B6)_biosynthesis	7.6364	7.1766	0.0	0.0
Poplar	rxn01827	Plastoquinone_biosynthesis	85.3118	99.8408	0.0002	0.0002
Poplar	rxn01917	Arginine_metabolism_and_urea_cycle	35.9691	32.4921	0.0001	0.0001
Poplar	rxn01974	Lysine_and_threonine_metabolism	71.2915	74.3319	0.0001	0.0002
Poplar	rxn01975	Pentose_phosphate_pathway	299.5019	301.3665	0.0006	0.0007
Poplar	rxn02056	Heme_and_Siroheme_biosynthesis	12.505	15.7572	0.0	0.0
Poplar	rxn02159	Histidine_Biosynthesis	27.4997	26.4169	0.0001	0.0001
Poplar	rxn02160	Histidine_Biosynthesis	14.6488	15.7347	0.0	0.0
Poplar	rxn02212	Chorismate_biosynthesis	189.2724	169.1188	0.0004	0.0004
Poplar	rxn02213	Chorismate_biosynthesis	74.4956	77.3238	0.0001	0.0002
Poplar	rxn02251	Calvin-Benson-Bassham_cycle	23545.1426	21977.0977	0.0436	0.0469
Poplar	rxn02264	Core_tetrapyrrole_biosynthesis	26.9998	27.0907	0.0001	0.0001
Poplar	rxn02288	Chlorophyll_Biosynthesis	461.3774	478.5212	0.0009	0.001
Poplar	rxn02303	Chlorophyll_Biosynthesis	255.0852	240.0837	0.0005	0.0005
Poplar	rxn02304	Chlorophyll_Biosynthesis	175.1412	138.6416	0.0003	0.0003
Poplar	rxn02305	Thiamin_biosynthesis	5.319	4.8617	0.0	0.0
Poplar	rxn02320	Histidine_Biosynthesis	10.7227	9.7863	0.0	0.0
Poplar	rxn02380	GDP-sugars_biosynthesis_and_interconversions	44.5909	41.8401	0.0001	0.0001
Poplar	rxn02402	Niacin,_NAD_and_NADP_biosynthesis	57.7811	58.2385	0.0001	0.0001
Poplar	rxn02473	Histidine_Biosynthesis	50.6987	48.9663	0.0001	0.0001
Poplar	rxn02474	Riboflavin,_FMN_and_FAD_biosynthesis	34.5105	32.949	0.0001	0.0001
Poplar	rxn02475	Riboflavin,_FMN_and_FAD_biosynthesis	34.5105	32.949	0.0001	0.0001
Poplar	rxn02476	Chorismate_biosynthesis	239.9579	247.3011	0.0005	0.0005
Poplar	rxn02484	Thiamin_biosynthesis	5.319	4.8617	0.0	0.0
Poplar	rxn02507	Tryptophan_metabolism	67.3906	64.8694	0.0001	0.0001
Poplar	rxn02508	Tryptophan_metabolism	16.0263	16.9625	0.0	0.0
Poplar	rxn02733	Chlorophyll_Biosynthesis	255.9317	249.9306	0.0005	0.0006
Poplar	rxn02789	Branched-chain_amino_acid_metabolism	86.6311	66.3615	0.0002	0.0001
Poplar	rxn02811	Branched-chain_amino_acid_metabolism	86.6311	66.3615	0.0002	0.0001
Poplar	rxn02834	Histidine_Biosynthesis	48.1697	42.7561	0.0001	0.0001
